11月5日21時15分	赤 予選
バスタオル1補正前 lidar(3290,2364) RS_Y:0,X:0	now(1621.754395,5707.726562,1.341361)	6
バスタオル1移動始め lidar(3290,2364) goal(1950,5340,0.000000) now(1621,5707,1.341361)
バスタオル1補正X 無し lidar(3290,2364),1490	G(1950,5340),N(1621,5707,1.341361)	RS(0,0)	6
バスタオル1補正X 無し lidar(3220,2457),1420	G(1950,5340),N(1642,5707,1.315567)	RS(0,0)	6
バスタオル1補正X 無し lidar(3220,2457),1420	G(1950,5340),N(1661,5706,1.253133)	RS(0,0)	6
バスタオル1補正X 無し lidar(3220,2457),1420	G(1950,5340),N(1678,5706,1.228642)	RS(0,0)	6
バスタオル1補正X 無し lidar(3166,2464),1366	G(1950,5340),N(1709,5703,1.163008)	RS(0,0)	6
バスタオル1補正X 無し lidar(3166,2464),1366	G(1950,5340),N(1722,5701,1.103531)	RS(0,0)	6
バスタオル1補正X 無し lidar(3125,2460),1325	G(1950,5340),N(1735,5697,1.085274)	RS(0,0)	6
バスタオル1補正X 無し lidar(3125,2460),1325	G(1950,5340),N(1748,5693,1.074065)	RS(0,0)	6
バスタオル1補正X 無し lidar(3079,2467),1279	G(1950,5340),N(1773,5682,1.053183)	RS(0,0)	6
バスタオル1補正X 無し lidar(3079,2467),1279	G(1950,5340),N(1784,5675,1.033974)	RS(0,0)	6
バスタオル1補正X フェンス lidar(3050,2481),185	G(1981,5340),N(1796,5667,1.015066)	RS(0,0)	wait:8	6
バスタオル1補正X フェンス lidar(3050,2481),185	G(1993,5340),N(1808,5658,0.990533)	RS(0,0)	wait:8	6
バスタオル1補正X フェンス lidar(3050,2481),185	G(2016,5340),N(1831,5636,0.912311)	RS(0,0)	wait:8	6
バスタオル1補正X フェンス lidar(3008,2512),143	G(1986,5340),N(1843,5624,0.794932)	RS(0,0)	wait:8	6
バスタオル1補正X フェンス lidar(3008,2512),143	G(1997,5340),N(1854,5610,0.672446)	RS(0,0)	wait:0	6
バスタオル1補正X フェンス lidar(2975,2549),110	G(1976,5340),N(1866,5595,0.571241)	RS(0,0)	wait:0	6
バスタオル1補正X フェンス lidar(2975,2549),110	G(2000,5340),N(1890,5561,0.466730)	RS(0,0)	wait:0	6
バスタオル1補正X フェンス lidar(2940,2591),75	G(1977,5340),N(1902,5543,0.445224)	RS(0,0)	wait:0	6
バスタオル1補正X フェンス lidar(2940,2591),75	G(1988,5340),N(1913,5524,0.445206)	RS(0,0)	wait:0	6
バスタオル1補正X フェンス lidar(2907,2636),42	G(1974,5340),N(1932,5486,0.560075)	RS(0,0)	wait:0	6
バスタオル1補正X フェンス lidar(2907,2636),42	G(1982,5340),N(1940,5467,0.615416)	RS(0,0)	wait:0	6
バスタオル1補正X フェンス lidar(2907,2636),42	G(1989,5340),N(1947,5447,0.689614)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2888,2636),23	G(1977,5340),N(1954,5428,0.748396)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2888,2636),23	G(1988,5340),N(1965,5393,0.919703)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2877,2702),12	G(1982,5340),N(1970,5377,1.039883)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2877,2702),12	G(1986,5340),N(1974,5363,1.154390)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2862,2765),-3	G(1975,5340),N(1978,5352,1.251524)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2862,2765),-3	G(1978,5340),N(1981,5334,1.328416)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2855,2809),-10	G(1971,5340),N(1981,5328,1.332765)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2855,2809),-10	G(1970,5340),N(1980,5324,1.323843)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2855,2809),-10	G(1968,5340),N(1978,5322,1.274503)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2858,2827),-7	G(1967,5340),N(1974,5323,1.266654)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2858,2827),-7	G(1965,5340),N(1972,5324,1.267982)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2861,2835),-4	G(1966,5340),N(1970,5327,1.240532)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2861,2835),-4	G(1964,5340),N(1968,5330,1.196422)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2867,2831),2	G(1965,5340),N(1963,5335,1.193362)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2867,2831),2	G(1962,5340),N(1960,5338,1.192629)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2876,2823),11	G(1969,5340),N(1958,5340,1.180421)	RS(0,0)	wait:0	7
