11月4日17時37分	赤 予選
RS無視 RS_Y:0,50000,0 X:0	lidar(2868,2793),-157	G(2049,5240),N(2045,5359,0.200513)
バスタオル1補正X 無し lidar(2864,2793),3	G(2049,5240),N(2044,5358,0.171444)	RS(0,0)	8
RS無視 RS_Y:0,50000,0 X:0	lidar(2864,2793),-157	G(2049,5240),N(2044,5358,0.171444)
バスタオル1補正X 無し lidar(2864,2793),3	G(2049,5240),N(2043,5357,0.133180)	RS(0,0)	8
RS無視 RS_Y:0,50000,0 X:0	lidar(2864,2793),-157	G(2049,5240),N(2043,5357,0.133180)
バスタオル1補正X 無し lidar(2864,2793),3	G(2049,5240),N(2041,5356,0.100896)	RS(0,0)	8
RS無視 RS_Y:0,50000,0 X:0	lidar(2864,2793),-157	G(2049,5240),N(2041,5356,0.100896)
バスタオル1補正X 無し lidar(2868,2797),3	G(2049,5240),N(2040,5355,0.080500)	RS(0,0)	9
RS無視 RS_Y:0,50000,0 X:0	lidar(2868,2797),-153	G(2049,5240),N(2040,5355,0.080500)
バスタオル1補正X 無し lidar(2868,2797),3	G(2049,5240),N(2040,5354,0.060742)	RS(0,0)	9
RS無視 RS_Y:0,50000,0 X:0	lidar(2868,2797),-153	G(2049,5240),N(2040,5354,0.060742)
バスタオル1補正X 無し lidar(2867,2807),3	G(2049,5240),N(2038,5351,-0.045836)	RS(0,0)	9
バスタオル1補正Y lidar(2867,2807),-143	G(2049,5208),N(2038,5351,-0.045836)	RS(0,0)
バスタオル1補正X 無し lidar(2867,2807),3	G(2049,5208),N(2038,5350,-0.134539)	RS(0,0)	9
バスタオル1補正Y lidar(2867,2807),-143	G(2049,5207),N(2038,5350,-0.134539)	RS(0,0)
バスタオル1補正X 無し lidar(2869,2804),3	G(2049,5207),N(2037,5347,-0.239709)	RS(0,0)	9
バスタオル1補正Y lidar(2869,2804),-146	G(2049,5201),N(2037,5347,-0.239709)	RS(0,0)
バスタオル1補正X 無し lidar(2869,2804),3	G(2049,5201),N(2036,5345,-0.401217)	RS(0,0)	9
バスタオル1補正Y lidar(2869,2804),-146	G(2049,5199),N(2036,5345,-0.401217)	RS(0,0)
バスタオル1補正X 無し lidar(2871,2802),3	G(2049,5199),N(2034,5337,-0.751300)	RS(0,0)	9
バスタオル1補正Y lidar(2871,2802),-148	G(2049,5189),N(2034,5337,-0.751300)	RS(0,0)
バスタオル1補正X 無し lidar(2871,2802),3	G(2049,5189),N(2033,5332,-0.870948)	RS(0,0)	9
バスタオル1補正Y lidar(2871,2802),-148	G(2049,5184),N(2033,5332,-0.870948)	RS(0,0)
バスタオル1補正X 無し lidar(2871,2802),3	G(2049,5184),N(2033,5325,-0.931344)	RS(0,0)	9
バスタオル1補正Y lidar(2871,2802),-148	G(2049,5177),N(2033,5325,-0.931344)	RS(0,0)
バスタオル1補正X 無し lidar(2877,2812),3	G(2049,5177),N(2033,5318,-0.934278)	RS(0,0)	9
バスタオル1補正Y lidar(2877,2812),-138	G(2049,5180),N(2033,5318,-0.934278)	RS(0,0)
バスタオル1補正X 無し lidar(2877,2812),3	G(2049,5180),N(2033,5298,-0.852084)	RS(0,0)	9
バスタオル1補正Y lidar(2877,2812),-138	G(2049,5160),N(2033,5298,-0.852084)	RS(0,0)
バスタオル1補正X 無し lidar(2875,2837),3	G(2049,5160),N(2033,5286,-0.737156)	RS(0,0)	9
バスタオル1補正Y lidar(2875,2837),-113	G(2049,5173),N(2033,5286,-0.737156)	RS(0,0)
バスタオル1補正X 無し lidar(2875,2837),3	G(2049,5173),N(2034,5274,-0.575681)	RS(0,0)	9
バスタオル1補正Y lidar(2875,2837),-113	G(2049,5161),N(2034,5274,-0.575681)	RS(0,0)
バスタオル1補正X 無し lidar(2874,2872),3	G(2049,5161),N(2035,5261,-0.513267)	RS(0,0)	9
バスタオル1補正Y lidar(2874,2872),-78	G(2049,5183),N(2035,5261,-0.513267)	RS(0,0)
バスタオル1補正X 無し lidar(2874,2872),3	G(2049,5183),N(2036,5234,-0.372299)	RS(0,0)	9
バスタオル1補正Y lidar(2874,2872),-78	G(2049,5156),N(2036,5234,-0.372299)	RS(0,0)
バスタオル1補正X 無し lidar(2746,2911),3	G(2049,5156),N(2037,5220,-0.253112)	RS(0,0)	9
バスタオル1補正Y lidar(2746,2911),-39	G(2049,5181),N(2037,5220,-0.253112)	RS(0,0)
バスタオル1補正X 無し lidar(2746,2911),3	G(2049,5181),N(2038,5207,-0.214195)	RS(0,0)	9
バスタオル1補正Y lidar(2746,2911),-39	G(2049,5168),N(2038,5207,-0.214195)	RS(0,0)
バスタオル1補正X 無し lidar(2746,2911),3	G(2049,5168),N(2039,5184,-0.034204)	RS(0,0)	9
バスタオル1補正Y lidar(2746,2911),-39	G(2049,5145),N(2039,5184,-0.034204)	RS(0,0)
バスタオル1補正X 無し lidar(1836,2939),3	G(2049,5145),N(2040,5176,0.066541)	RS(0,0)	9
バスタオル1補正Y lidar(1836,2939),-11	G(2049,5165),N(2040,5176,0.066541)	RS(0,0)
バスタオル1補正X 無し lidar(1836,2939),3	G(2049,5165),N(2041,5168,0.122578)	RS(0,0)	9
バスタオル1補正Y lidar(1836,2939),-11	G(2049,5157),N(2041,5168,0.122578)	RS(0,0)
バスタオル1補正X 無し lidar(1792,2939),3	G(2049,5157),N(2042,5163,0.108043)	RS(0,0)	9
バスタオル1補正Y lidar(1792,2939),-11	G(2049,5152),N(2042,5163,0.108043)	RS(0,0)
バスタオル1補正X 無し lidar(1792,2939),3	G(2049,5152),N(2045,5159,-0.018271)	RS(0,0)	9
バスタオル1補正Y lidar(1792,2939),-11	G(2049,5148),N(2045,5159,-0.018271)	RS(0,0)
バスタオル1補正X 無し lidar(1782,2964),3	G(2049,5148),N(2045,5160,-0.053562)	RS(0,0)	9
バスタオル1補正Y lidar(1782,2964),14	G(2049,5174),N(2045,5160,-0.053562)	RS(0,0)
バスタオル1補正X 無し lidar(1782,2964),3	G(2049,5174),N(2045,5162,-0.054999)	RS(0,0)	9
バスタオル1補正Y lidar(1782,2964),14	G(2049,5176),N(2045,5162,-0.054999)	RS(0,0)
バスタオル1補正X 無し lidar(1793,2976),3	G(2049,5176),N(2046,5163,-0.063789)	RS(0,0)	9
バスタオル1補正Y lidar(1793,2976),26	G(2049,5189),N(2046,5163,-0.063789)	RS(0,0)
バスタオル1補正X 無し lidar(1793,2976),3	G(2049,5189),N(2046,5165,-0.058630)	RS(0,0)	10
バスタオル1補正Y lidar(1793,2976),26	G(2049,5191),N(2046,5165,-0.058630)	RS(0,0)
バスタオル1補正X 無し lidar(1793,2976),3	G(2049,5191),N(2046,5166,-0.022900)	RS(0,0)	10
バスタオル1補正Y lidar(1793,2976),26	G(2049,5192),N(2046,5166,-0.022900)	RS(0,0)
バスタオル1補正X 無し lidar(1793,2970),3	G(2049,5192),N(2046,5167,-0.001200)	RS(0,0)	10
バスタオル1補正Y lidar(1793,2970),20	G(2049,5187),N(2046,5167,-0.001200)	RS(0,0)
バスタオル1補正X 無し lidar(1793,2970),3	G(2049,5187),N(2046,5169,0.013816)	RS(0,0)	10
バスタオル1補正Y lidar(1793,2970),20	G(2049,5189),N(2046,5169,0.013816)	RS(0,0)
バスタオル1補正X 無し lidar(1790,2967),3	G(2049,5189),N(2046,5174,0.077399)	RS(0,0)	10
