11月3日16時40分	青 決勝
11月3日16時40分	青 決勝
バスタオル1補正前 lidar(1566,2431) RS_Y:-50000,X:-50000	now(-1619.298706,5721.196777,1.129295)	6
バスタオル1移動始め lidar(1566,2431) goal(-2130,5340,0.000000) now(-1619,5721,1.129295)
バスタオル1補正X 無し lidar(1566,2431),1176	G(-2130,5340),N(-1619,5721,1.129295)	RS(-50000,-50000)	6
バスタオル1補正X 無し lidar(1640,2442),1250	G(-2130,5340),N(-1641,5717,1.043563)	RS(-50000,-50000)	6
バスタオル1補正X 無し lidar(1640,2442),1250	G(-2130,5340),N(-1662,5714,1.047739)	RS(-50000,-50000)	6
バスタオル1補正X 無し lidar(1709,2453),1319	G(-2130,5340),N(-1681,5711,1.051728)	RS(-50000,-50000)	6
バスタオル1補正X 無し lidar(1709,2453),1319	G(-2130,5340),N(-1716,5703,1.096107)	RS(-50000,-50000)	6
バスタオル1補正X 無し lidar(1763,2467),1373	G(-2130,5340),N(-1732,5700,1.141508)	RS(-50000,-50000)	6
バスタオル1補正X 無し lidar(1763,2467),1373	G(-2130,5340),N(-1746,5696,1.143795)	RS(-50000,-50000)	6
バスタオル1補正X 無し lidar(1814,2479),1424	G(-2130,5340),N(-1761,5693,1.126631)	RS(-50000,-50000)	6
バスタオル1補正X 無し lidar(1814,2479),1424	G(-2130,5340),N(-1788,5686,0.955743)	RS(-50000,-50000)	6
バスタオル1補正X 無し lidar(1814,2479),1424	G(-2130,5340),N(-1801,5682,0.748083)	RS(-50000,-50000)	6
バスタオル1補正X 無し lidar(1840,2488),1450	G(-2130,5340),N(-1815,5678,0.479914)	RS(-50000,-50000)	6
バスタオル1補正X 無し lidar(1840,2488),1450	G(-2130,5340),N(-1846,5666,0.184029)	RS(-50000,-50000)	6
バスタオル1補正X 無し lidar(1880,2501),1490	G(-2130,5340),N(-1864,5658,0.045147)	RS(-50000,-50000)	6
バスタオル1補正X 無し lidar(1880,2501),1490	G(-2130,5340),N(-1882,5650,-0.120766)	RS(-50000,-50000)	6
バスタオル1補正X フェンス lidar(1933,2514),-197	G(-2097,5340),N(-1900,5640,-0.278747)	RS(-50000,-50000)	6
バスタオル1補正X フェンス lidar(1933,2514),-197	G(-2133,5340),N(-1936,5618,-0.433414)	RS(-50000,-50000)	6
バスタオル1補正X フェンス lidar(1972,2546),-158	G(-2112,5340),N(-1954,5605,-0.520261)	RS(-50000,-50000)	6
バスタオル1補正X フェンス lidar(1972,2546),-158	G(-2129,5340),N(-1971,5591,-0.563371)	RS(-50000,-50000)	6
バスタオル1補正X フェンス lidar(1972,2546),-158	G(-2146,5340),N(-1988,5576,-0.551611)	RS(-50000,-50000)	7
バスタオル1補正X フェンス lidar(2024,2591),-106	G(-2127,5340),N(-2021,5542,-0.321198)	RS(-50000,-50000)	7
バスタオル1補正X フェンス lidar(2024,2591),-106	G(-2143,5340),N(-2037,5524,-0.173613)	RS(-50000,-50000)	7
バスタオル1補正X フェンス lidar(2075,2591),-55	G(-2107,5340),N(-2052,5506,-0.083548)	RS(-50000,-50000)	7
バスタオル1補正X フェンス lidar(2075,2591),-55	G(-2120,5340),N(-2065,5487,0.058644)	RS(-50000,-50000)	7
バスタオル1補正X フェンス lidar(2113,2641),-17	G(-2107,5340),N(-2090,5452,0.283457)	RS(-50000,-50000)	7
バスタオル1補正X フェンス lidar(2113,2641),-17	G(-2118,5340),N(-2101,5434,0.383839)	RS(-50000,-50000)	7
バスタオル1補正X フェンス lidar(2146,2703),16	G(-2096,5340),N(-2112,5416,0.430342)	RS(-50000,-50000)	7
バスタオル1補正X フェンス lidar(2146,2703),16	G(-2111,5340),N(-2127,5385,0.560826)	RS(-50000,-50000)	7
バスタオル1補正X フェンス lidar(2146,2703),16	G(-2117,5340),N(-2133,5370,0.613178)	RS(-50000,-50000)	7
バスタオル1補正X フェンス lidar(2168,2754),38	G(-2098,5340),N(-2136,5357,0.669272)	RS(-50000,-50000)	7
バスタオル1補正X フェンス lidar(2168,2754),38	G(-2099,5340),N(-2137,5345,0.681418)	RS(-50000,-50000)	7
バスタオル1補正X フェンス lidar(2181,2796),51	G(-2084,5340),N(-2135,5329,0.641254)	RS(-50000,-50000)	7
バスタオル1補正X フェンス lidar(2181,2796),51	G(-2081,5340),N(-2132,5323,0.594873)	RS(-50000,-50000)	7
バスタオル1補正X フェンス lidar(2173,2825),43	G(-2086,5340),N(-2129,5319,0.554515)	RS(-50000,-50000)	7
バスタオル1補正X フェンス lidar(2173,2825),43	G(-2081,5340),N(-2124,5316,0.481707)	RS(-50000,-50000)	7
バスタオル1補正X フェンス lidar(2176,2841),46	G(-2069,5340),N(-2115,5314,0.289316)	RS(-50000,-50000)	7
バスタオル1補正X フェンス lidar(2176,2841),46	G(-2064,5340),N(-2110,5315,0.230884)	RS(-50000,-50000)	7
バスタオル1補正X フェンス lidar(2176,2841),46	G(-2059,5340),N(-2105,5317,0.177629)	RS(-50000,-50000)	7
バスタオル1補正X フェンス lidar(2145,2843),15	G(-2085,5340),N(-2100,5319,0.122124)	RS(-50000,-50000)	7
バスタオル1補正X フェンス lidar(2145,2843),15	G(-2075,5340),N(-2090,5323,0.071537)	RS(-50000,-50000)	7
バスタオル1補正X フェンス lidar(2133,2840),3	G(-2083,5340),N(-2086,5326,0.070498)	RS(-50000,-50000)	7
バスタオル1補正X フェンス lidar(2133,2840),3	G(-2078,5340),N(-2081,5329,0.084630)	RS(-50000,-50000)	7
バスタオル1補正X フェンス lidar(2119,2831),-11	G(-2088,5340),N(-2077,5331,0.144791)	RS(-50000,-50000)	7
バスタオル1補正X フェンス lidar(2119,2831),-11	G(-2082,5340),N(-2071,5336,0.172353)	RS(-50000,-50000)	7
