11月4日15時30分	赤 予選
11月4日15時30分	赤 予選
バスタオル1補正前 lidar(3227,2423) RS_Y:0,X:0	now(1602.259399,5727.275879,1.314944)	6
バスタオル1移動始め lidar(3227,2423) goal(1950,5340,0.000000) now(1602,5727,1.314944)
バスタオル1補正X 無し lidar(3227,2423),1427	G(1950,5340),N(1602,5727,1.314944)	RS(0,0)	6
バスタオル1補正X 無し lidar(3147,2448),1347	G(1950,5340),N(1623,5722,1.274809)	RS(0,0)	6
バスタオル1補正X 無し lidar(3147,2448),1347	G(1950,5340),N(1660,5713,1.306191)	RS(0,0)	6
バスタオル1補正X 無し lidar(3094,2475),1294	G(1950,5340),N(1676,5708,1.314328)	RS(0,0)	6
バスタオル1補正X 無し lidar(3094,2475),1294	G(1950,5340),N(1691,5703,1.305916)	RS(0,0)	6
バスタオル1補正X フェンス lidar(3061,2489),196	G(1901,5340),N(1705,5699,1.275235)	RS(0,0)	wait:8	6
バスタオル1補正X フェンス lidar(3061,2489),196	G(1926,5340),N(1730,5690,1.258180)	RS(0,0)	wait:8	6
バスタオル1補正X フェンス lidar(3061,2489),196	G(1938,5340),N(1742,5686,1.171805)	RS(0,0)	wait:8	6
バスタオル1補正X フェンス lidar(3018,2504),153	G(1907,5340),N(1754,5681,1.144838)	RS(0,0)	wait:8	7
バスタオル1補正X フェンス lidar(3018,2504),153	G(1917,5340),N(1764,5676,1.012038)	RS(0,0)	wait:8	7
バスタオル1補正X フェンス lidar(2987,2520),122	G(1906,5340),N(1784,5665,0.887083)	RS(0,0)	wait:8	7
バスタオル1補正X フェンス lidar(2987,2520),122	G(1915,5340),N(1793,5658,0.775459)	RS(0,0)	wait:8	7
バスタオル1補正X フェンス lidar(2953,2533),88	G(1890,5340),N(1802,5650,0.745171)	RS(0,0)	wait:8	7
バスタオル1補正X フェンス lidar(2953,2533),88	G(1899,5340),N(1811,5641,0.733039)	RS(0,0)	wait:8	7
バスタオル1補正X フェンス lidar(2933,2562),68	G(1897,5340),N(1829,5622,0.702568)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2933,2562),68	G(1906,5340),N(1838,5610,0.649670)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2933,2562),68	G(1914,5340),N(1846,5598,0.609165)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2902,2590),37	G(1896,5340),N(1859,5569,0.653137)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2902,2590),37	G(1902,5340),N(1865,5552,0.634514)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2890,2590),25	G(1895,5340),N(1870,5535,0.622889)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2890,2590),25	G(1900,5340),N(1875,5518,0.647319)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2875,2640),10	G(1894,5340),N(1884,5481,0.741047)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2875,2640),10	G(1897,5340),N(1887,5462,0.712619)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2871,2697),6	G(1895,5340),N(1889,5444,0.729236)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2871,2697),6	G(1897,5340),N(1891,5425,0.752408)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2871,2697),6	G(1900,5340),N(1894,5392,0.867276)	RS(0,0)	wait:0	7
バスタオル1補正X OK lidar(2871,2697),RS(0,0),50000	G(1900,5270),N(1894,5392,0.867276)
バスタオル1補正X 無し lidar(2863,2756),6	G(1900,5270),N(1895,5376,0.883286)	RS(0,0)	7
RS無視 RS_Y:0,50000,0 X:0	lidar(2863,2756),-194	G(1900,5240),N(1895,5376,0.883286)
バスタオル1補正X 無し lidar(2863,2756),6	G(1900,5240),N(1895,5362,0.917559)	RS(0,0)	7
RS無視 RS_Y:0,50000,0 X:0	lidar(2863,2756),-194	G(1900,5240),N(1895,5362,0.917559)
バスタオル1補正X 無し lidar(2864,2806),6	G(1900,5240),N(1895,5350,0.987770)	RS(0,0)	7
バスタオル1補正Y lidar(2864,2806),-144	G(1900,5206),N(1895,5350,0.987770)	RS(0,0)
バスタオル1補正X 無し lidar(2864,2806),6	G(1900,5206),N(1893,5332,1.057674)	RS(0,0)	7
バスタオル1補正Y lidar(2864,2806),-144	G(1900,5188),N(1893,5332,1.057674)	RS(0,0)
バスタオル1補正X 無し lidar(2863,2849),6	G(1900,5188),N(1892,5325,1.064086)	RS(0,0)	7
バスタオル1補正Y lidar(2863,2849),-101	G(1900,5224),N(1892,5325,1.064086)	RS(0,0)
バスタオル1補正X 無し lidar(2863,2849),6	G(1900,5224),N(1891,5319,1.073043)	RS(0,0)	7
バスタオル1補正Y lidar(2863,2849),-101	G(1900,5218),N(1891,5319,1.073043)	RS(0,0)
バスタオル1補正X 無し lidar(2865,2864),6	G(1900,5218),N(1889,5310,1.059328)	RS(0,0)	7
バスタオル1補正Y lidar(2865,2864),-86	G(1900,5224),N(1889,5310,1.059328)	RS(0,0)
バスタオル1補正X 無し lidar(2865,2864),6	G(1900,5224),N(1888,5308,0.982283)	RS(0,0)	8
バスタオル1補正Y lidar(2865,2864),-86	G(1900,5222),N(1888,5308,0.982283)	RS(0,0)
