11月18日20時19分	赤 決勝
バスタオル1補正前 lidar(3341,1517) RS_Y:0,X:0	now(1605.871338,5738.147949,0.333218)	5
バスタオル1移動始め lidar(3341,1517) goal(1920,5340,0.000000) now(1605,5738,0.333218)
バスタオル1補正X 無し lidar(3341,1517),1641	G(1920,5340),N(1605,5738,0.333218)	RS(0,0)	5
バスタオル1補正X フェンス lidar(2895,2483),140	G(2169,5340),N(2029,5544,0.112644)	RS(0,0)	wait:9	6
バスタオル1補正X フェンス lidar(2863,2529),108	G(2167,5340),N(2059,5502,0.292729)	RS(0,0)	wait:9	6
バスタオル1補正X フェンス lidar(2863,2529),108	G(2183,5340),N(2075,5482,0.358552)	RS(0,0)	wait:9	6
バスタオル1補正X 無し lidar(2816,2586),108	G(2183,5340),N(2088,5460,0.453757)	RS(0,0)	6
バスタオル1補正X 無し lidar(2816,2586),108	G(2183,5340),N(2101,5440,0.575212)	RS(0,0)	7
バスタオル1補正X 無し lidar(2773,2648),108	G(2183,5340),N(2125,5402,0.725660)	RS(0,0)	7
バスタオル1補正X 無し lidar(2773,2648),108	G(2183,5340),N(2136,5386,0.766142)	RS(0,0)	7
バスタオル1補正X 無し lidar(2742,2706),108	G(2183,5340),N(2147,5370,0.804805)	RS(0,0)	7
バスタオル1補正X 無し lidar(2742,2706),108	G(2183,5340),N(2164,5346,0.884495)	RS(0,0)	7
バスタオル1補正X 無し lidar(2742,2706),108	G(2183,5340),N(2169,5336,0.924643)	RS(0,0)	7
バスタオル1補正X 無し lidar(2716,2752),108	G(2183,5340),N(2173,5331,0.923938)	RS(0,0)	7
バスタオル1補正X 無し lidar(2716,2752),108	G(2183,5340),N(2174,5327,0.936676)	RS(0,0)	7
バスタオル1補正X 無し lidar(2701,2781),108	G(2183,5340),N(2172,5327,1.002204)	RS(0,0)	7
バスタオル1補正X 無し lidar(2701,2781),108	G(2183,5340),N(2170,5329,0.998172)	RS(0,0)	7
バスタオル1補正X 無し lidar(2714,2776),108	G(2183,5340),N(2169,5331,0.970893)	RS(0,0)	7
バスタオル1補正X 無し lidar(2714,2776),108	G(2183,5340),N(2167,5332,0.956271)	RS(0,0)	7
バスタオル1補正X 無し lidar(2714,2772),108	G(2183,5340),N(2163,5337,0.844518)	RS(0,0)	7
バスタオル1補正X 無し lidar(2714,2772),108	G(2183,5340),N(2160,5340,0.723342)	RS(0,0)	7
バスタオル1補正X 無し lidar(2714,2772),108	G(2183,5340),N(2158,5344,0.605200)	RS(0,0)	7
バスタオル1補正X 無し lidar(2717,2772),108	G(2183,5340),N(2156,5347,0.512053)	RS(0,0)	7
バスタオル1補正X 無し lidar(2717,2772),108	G(2183,5340),N(2154,5351,0.377064)	RS(0,0)	7
バスタオル1補正X 無し lidar(2728,2760),108	G(2183,5340),N(2153,5351,0.360079)	RS(0,0)	7
バスタオル1補正X 無し lidar(2728,2760),108	G(2183,5340),N(2153,5352,0.359336)	RS(0,0)	7
バスタオル1補正X 無し lidar(2724,2750),108	G(2183,5340),N(2154,5352,0.359336)	RS(0,0)	7
バスタオル1補正X 無し lidar(2724,2750),108	G(2183,5340),N(2154,5352,0.357877)	RS(0,0)	7
バスタオル1補正X 無し lidar(2725,2744),108	G(2183,5340),N(2155,5352,0.346947)	RS(0,0)	7
バスタオル1補正X 無し lidar(2725,2744),108	G(2183,5340),N(2156,5350,0.270147)	RS(0,0)	7
バスタオル1補正X 無し lidar(2725,2744),108	G(2183,5340),N(2160,5347,-0.013619)	RS(0,0)	7
バスタオル1補正X 無し lidar(2725,2752),108	G(2183,5340),N(2163,5344,-0.171762)	RS(0,0)	7
バスタオル1補正X 無し lidar(2725,2752),108	G(1920,5340),N(2167,5342,-0.311632)	RS(0,0)	8
バスタオル1補正X フェンス lidar(2721,2746),-34	G(2136,5340),N(2170,5340,-0.408847)	RS(0,0)	wait:9	8
バスタオル1補正X フェンス lidar(2721,2746),-34	G(2142,5340),N(2176,5337,-0.624509)	RS(0,0)	wait:9	8
バスタオル1補正X フェンス lidar(2710,2750),-45	G(2134,5340),N(2179,5336,-0.707493)	RS(0,0)	wait:9	8
バスタオル1補正X フェンス lidar(2710,2750),-45	G(2135,5340),N(2180,5335,-0.737626)	RS(0,0)	wait:9	8
バスタオル1補正X フェンス lidar(2700,2749),-55	G(2127,5340),N(2182,5335,-0.711656)	RS(0,0)	wait:9	8
バスタオル1補正X フェンス lidar(2700,2749),-55	G(2128,5340),N(2183,5335,-0.635467)	RS(0,0)	wait:9	8
バスタオル1補正X フェンス lidar(2700,2749),-55	G(2128,5340),N(2183,5335,-0.635467)	RS(0,0)	wait:9	8
バスタオル1補正X フェンス lidar(2698,2752),-57	G(2126,5340),N(2183,5335,-0.602337)	RS(0,0)	wait:9	8
バスタオル1補正X フェンス lidar(2698,2752),-57	G(2126,5340),N(2183,5337,-0.564834)	RS(0,0)	wait:9	8
バスタオル1補正X フェンス lidar(2702,2753),-53	G(2130,5340),N(2183,5337,-0.559523)	RS(0,0)	wait:9	8
バスタオル1補正X フェンス lidar(2702,2753),-53	G(2129,5340),N(2182,5338,-0.543185)	RS(0,0)	wait:9	8
バスタオル1補正X フェンス lidar(2707,2753),-48	G(2133,5340),N(2181,5338,-0.449059)	RS(0,0)	wait:9	8
バスタオル1補正X フェンス lidar(2707,2753),-48	G(2128,5340),N(2176,5339,-0.026946)	RS(0,0)	wait:9	8
バスタオル1補正X フェンス lidar(2703,2748),-52	G(2120,5340),N(2172,5339,0.228188)	RS(0,0)	wait:9	8
バスタオル1補正X フェンス lidar(2703,2748),-52	G(2117,5340),N(2169,5340,0.482414)	RS(0,0)	wait:9	8
バスタオル1補正X フェンス lidar(2703,2748),-52	G(2113,5340),N(2165,5340,0.746964)	RS(0,0)	wait:9	8
バスタオル1補正X フェンス lidar(2716,2747),-39	G(2120,5340),N(2159,5342,1.054084)	RS(0,0)	wait:9	8
バスタオル1補正X フェンス lidar(2716,2747),-39	G(2117,5340),N(2156,5343,1.069990)	RS(0,0)	wait:9	8
バスタオル1補正X フェンス lidar(2721,2751),-34	G(2119,5340),N(2153,5345,1.011986)	RS(0,0)	wait:9	8
バスタオル1補正X フェンス lidar(2721,2751),-34	G(2115,5340),N(2149,5346,0.824446)	RS(0,0)	wait:9	8
バスタオル1補正X フェンス lidar(2734,2749),-21	G(2121,5340),N(2142,5349,0.286416)	RS(0,0)	wait:9	8
バスタオル1補正X フェンス lidar(2734,2749),-21	G(2117,5340),N(2138,5350,-0.021313)	RS(0,0)	wait:9	8
バスタオル1補正X フェンス lidar(2741,2745),-14	G(2121,5340),N(2135,5350,-0.335792)	RS(0,0)	wait:9	8
バスタオル1補正X フェンス lidar(2741,2745),-14	G(2116,5340),N(2130,5350,-0.746510)	RS(0,0)	wait:9	8
バスタオル1補正X フェンス lidar(2741,2745),-14	G(2116,5340),N(2130,5350,-0.838664)	RS(0,0)	wait:9	9
バスタオル1補正X フェンス lidar(2755,2741),0	G(2129,5340),N(2129,5350,-0.864929)	RS(0,0)	wait:9	9
バスタオル1補正X フェンス lidar(2755,2741),0	G(2129,5340),N(2129,5350,-0.863510)	RS(0,0)	wait:9	9
バスタオル1補正X フェンス lidar(2758,2744),3	G(2132,5340),N(2129,5349,-0.846423)	RS(0,0)	wait:9	9
バスタオル1補正X フェンス lidar(2758,2744),3	G(2132,5340),N(2129,5349,-0.805985)	RS(0,0)	wait:9	9
バスタオル1補正X フェンス lidar(2748,2748),-7	G(2122,5340),N(2129,5348,-0.791783)	RS(0,0)	wait:9	9
バスタオル1補正X OK lidar(2748,2748),RS(0,0),50000	G(2122,5270),N(2129,5348,-0.791783)
バスタオル1補正X 無し lidar(2748,2748),-7	G(2122,5270),N(2129,5348,-0.779663)	RS(0,0)	9
RS無視 RS_Y:0,50000,0 X:0	lidar(2748,2748),-202	G(2122,5240),N(2129,5348,-0.779663)
バスタオル1補正X 無し lidar(2753,2754),-7	G(2122,5240),N(2129,5348,-0.761644)	RS(0,0)	9
バスタオル1補正Y lidar(2753,2754),-196	G(2122,5152),N(2129,5348,-0.761644)	RS(0,0)
バスタオル1補正X 無し lidar(2753,2754),-7	G(2122,5152),N(2129,5347,-0.756681)	RS(0,0)	9
バスタオル1補正Y lidar(2753,2754),-196	G(2122,5151),N(2129,5347,-0.756681)	RS(0,0)
バスタオル1補正X 無し lidar(2753,2754),-7	G(2122,5151),N(2130,5347,-0.748669)	RS(0,0)	9
バスタオル1補正Y lidar(2753,2754),-196	G(2122,5151),N(2130,5347,-0.748669)	RS(0,0)
バスタオル1補正X 無し lidar(2753,2754),-7	G(2122,5151),N(2130,5347,-0.730222)	RS(0,0)	9
バスタオル1補正Y lidar(2753,2754),-196	G(2122,5151),N(2130,5347,-0.730222)	RS(0,0)
バスタオル1補正X 無し lidar(2753,2754),-7	G(2122,5151),N(2129,5345,-0.548960)	RS(0,0)	9
バスタオル1補正Y lidar(2753,2754),-196	G(2122,5149),N(2129,5345,-0.548960)	RS(0,0)
バスタオル1補正X 無し lidar(2750,2751),-7	G(2122,5149),N(2129,5343,-0.396239)	RS(0,0)	9
バスタオル1補正Y lidar(2750,2751),-199	G(2122,5144),N(2129,5343,-0.396239)	RS(0,0)
バスタオル1補正X 無し lidar(2750,2751),-7	G(2122,5144),N(2129,5341,-0.158661)	RS(0,0)	9
バスタオル1補正Y lidar(2750,2751),-199	G(2122,5142),N(2129,5341,-0.158661)	RS(0,0)
バスタオル1補正X 無し lidar(2750,2756),-7	G(2122,5142),N(2129,5338,0.151974)	RS(0,0)	9
バスタオル1補正Y lidar(2750,2756),-194	G(2122,5144),N(2129,5338,0.151974)	RS(0,0)
バスタオル1補正X 無し lidar(2750,2756),-7	G(2122,5144),N(2129,5331,0.762538)	RS(0,0)	9
バスタオル1補正Y lidar(2750,2756),-194	G(2122,5137),N(2129,5331,0.762538)	RS(0,0)
バスタオル1補正X 無し lidar(2747,2768),-7	G(2122,5137),N(2129,5326,1.058722)	RS(0,0)	9
バスタオル1補正Y lidar(2747,2768),-182	G(2122,5144),N(2129,5326,1.058722)	RS(0,0)
バスタオル1補正X 無し lidar(2747,2768),-7	G(2122,5144),N(2129,5321,1.325834)	RS(0,0)	9
バスタオル1補正Y lidar(2747,2768),-182	G(2122,5139),N(2129,5321,1.325834)	RS(0,0)
バスタオル1補正X 無し lidar(2747,2768),-7	G(2122,5139),N(2130,5306,1.592471)	RS(0,0)	9
バスタオル1補正Y lidar(2747,2768),-182	G(2122,5124),N(2130,5306,1.592471)	RS(0,0)
バスタオル1補正X 無し lidar(2747,2773),-7	G(2122,5124),N(2130,5297,1.598430)	RS(0,0)	9
バスタオル1補正Y lidar(2747,2773),-177	G(2122,5120),N(2130,5297,1.598430)	RS(0,0)
バスタオル1補正X 無し lidar(2747,2773),-7	G(2122,5120),N(2131,5288,1.585422)	RS(0,0)	9
バスタオル1補正Y lidar(2747,2773),-177	G(2122,5111),N(2131,5288,1.585422)	RS(0,0)
バスタオル1補正X 無し lidar(2745,2800),-7	G(2122,5111),N(2132,5276,1.549139)	RS(0,0)	9
バスタオル1補正Y lidar(2745,2800),-150	G(2122,5126),N(2132,5276,1.549139)	RS(0,0)
バスタオル1補正X 無し lidar(2745,2800),-7	G(2122,5126),N(2132,5251,1.283620)	RS(0,0)	9
バスタオル1補正Y lidar(2745,2800),-150	G(2122,5101),N(2132,5251,1.283620)	RS(0,0)
バスタオル1補正X 無し lidar(2746,2839),-7	G(2122,5101),N(2132,5237,1.111429)	RS(0,0)	9
バスタオル1補正Y lidar(2746,2839),-111	G(2122,5126),N(2132,5237,1.111429)	RS(0,0)
バスタオル1補正X 無し lidar(2746,2839),-7	G(2122,5126),N(2132,5222,0.956182)	RS(0,0)	9
バスタオル1補正Y lidar(2746,2839),-111	G(2122,5111),N(2132,5222,0.956182)	RS(0,0)
バスタオル1補正X 無し lidar(2746,2872),-7	G(2122,5111),N(2132,5207,0.840688)	RS(0,0)	10
バスタオル1補正Y lidar(2746,2872),-78	G(2122,5129),N(2132,5207,0.840688)	RS(0,0)
バスタオル1補正X 無し lidar(2746,2872),-7	G(2122,5129),N(2131,5179,0.633072)	RS(0,0)	10
バスタオル1補正Y lidar(2746,2872),-78	G(2122,5101),N(2131,5179,0.633072)	RS(0,0)
バスタオル1補正X 無し lidar(2746,2872),-7	G(2122,5101),N(2130,5167,0.532589)	RS(0,0)	10
バスタオル1補正Y lidar(2746,2872),-78	G(2122,5089),N(2130,5167,0.532589)	RS(0,0)
バスタオル1補正X 無し lidar(2709,2917),-7	G(2122,5089),N(2129,5156,0.478534)	RS(0,0)	10
バスタオル1補正Y lidar(2709,2917),-33	G(2122,5123),N(2129,5156,0.478534)	RS(0,0)
バスタオル1補正X 無し lidar(2709,2917),-7	G(2122,5123),N(2128,5147,0.445610)	RS(0,0)	10
バスタオル1補正Y lidar(2709,2917),-33	G(2122,5114),N(2128,5147,0.445610)	RS(0,0)
バスタオル1補正X 無し lidar(1716,2938),-7	G(2122,5114),N(2126,5134,0.433537)	RS(0,0)	10
バスタオル1補正Y lidar(1716,2938),-12	G(2122,5122),N(2126,5134,0.433537)	RS(0,0)
バスタオル1補正X 無し lidar(1716,2938),-7	G(2122,5122),N(2125,5131,0.408844)	RS(0,0)	10
バスタオル1補正Y lidar(1716,2938),-12	G(2122,5119),N(2125,5131,0.408844)	RS(0,0)
バスタオル1補正X 無し lidar(1666,2938),-7	G(2122,5119),N(2124,5129,0.359704)	RS(0,0)	10
バスタオル1補正Y lidar(1666,2938),-12	G(2122,5117),N(2124,5129,0.359704)	RS(0,0)
バスタオル1補正X 無し lidar(1666,2938),-7	G(2122,5117),N(2123,5128,0.347893)	RS(0,0)	10
バスタオル1補正Y lidar(1666,2938),-12	G(2122,5116),N(2123,5128,0.347893)	RS(0,0)
バスタオル1補正X 無し lidar(1665,2962),-7	G(2122,5116),N(2122,5129,0.347158)	RS(0,0)	10
バスタオル1補正Y lidar(1665,2962),12	G(2122,5141),N(2122,5129,0.347158)	RS(0,0)
バスタオル1補正X 無し lidar(1665,2962),-7	G(2122,5141),N(2122,5129,0.333530)	RS(0,0)	10
バスタオル1補正Y lidar(1665,2962),12	G(2122,5141),N(2122,5129,0.333530)	RS(0,0)
バスタオル1補正X 無し lidar(1665,2962),-7	G(2122,5141),N(2122,5130,0.287264)	RS(0,0)	10
バスタオル1補正Y lidar(1665,2962),12	G(2122,5142),N(2122,5130,0.287264)	RS(0,0)
バスタオル1補正X 無し lidar(1666,2972),-7	G(2122,5142),N(2122,5134,0.230048)	RS(0,0)	10
バスタオル1補正Y lidar(1666,2972),22	G(2122,5156),N(2122,5134,0.230048)	RS(0,0)
バスタオル1補正X 無し lidar(1666,2972),-7	G(2122,5156),N(2122,5137,0.138468)	RS(0,0)	10
バスタオル1補正Y lidar(1666,2972),22	G(2122,5159),N(2122,5137,0.138468)	RS(0,0)
バスタオル1補正X 無し lidar(1676,2974),-7	G(2122,5159),N(2121,5139,0.001540)	RS(0,0)	10
バスタオル1補正Y lidar(1676,2974),24	G(2122,5163),N(2121,5139,0.001540)	RS(0,0)
バスタオル1補正X 無し lidar(1676,2974),-7	G(2122,5163),N(2121,5141,-0.123733)	RS(0,0)	10
バスタオル1補正Y lidar(1676,2974),24	G(2122,5165),N(2121,5141,-0.123733)	RS(0,0)
バスタオル1補正X 無し lidar(1684,2957),-7	G(2122,5165),N(2120,5144,-0.310469)	RS(0,0)	10
バスタオル1補正Y lidar(1684,2957),7	G(2122,5151),N(2120,5144,-0.310469)	RS(0,0)
バスタオル1補正X 無し lidar(1684,2957),-7	G(2122,5151),N(2120,5145,-0.397777)	RS(0,0)	10
バスタオル1補正Y lidar(1684,2957),7	G(2122,5152),N(2120,5145,-0.397777)	RS(0,0)
バスタオル1補正X 無し lidar(1692,2946),-7	G(2122,5152),N(2121,5146,-0.449193)	RS(0,0)	10
バスタオル1補正Y lidar(1692,2946),-4	G(2122,5142),N(2121,5146,-0.449193)	RS(0,0)
バスタオル1補正X 無し lidar(1692,2946),-7	G(2122,5142),N(2120,5147,-0.446582)	RS(0,0)	10
バスタオル1補正Y lidar(1692,2946),-4	G(2122,5143),N(2120,5147,-0.446582)	RS(0,0)
バスタオル1補正X 無し lidar(1692,2946),-7	G(2122,5143),N(2120,5151,-0.231410)	RS(0,0)	10
バスタオル1補正Y lidar(1692,2946),-4	G(2122,5147),N(2120,5151,-0.231410)	RS(0,0)
バスタオル1補正X 無し lidar(1687,2942),-7	G(2122,5147),N(2120,5152,-0.071089)	RS(0,0)	10
バスタオル1補正Y lidar(1687,2942),-8	G(2122,5144),N(2120,5152,-0.071089)	RS(0,0)
バスタオル1補正X 無し lidar(1687,2942),-7	G(2122,5144),N(2120,5153,0.044192)	RS(0,0)	10
バスタオル1補正Y lidar(1687,2942),-8	G(2122,5145),N(2120,5153,0.044192)	RS(0,0)
バスタオル1補正X 無し lidar(1682,2937),-7	G(2122,5145),N(2120,5154,0.125759)	RS(0,0)	10
バスタオル1補正Y lidar(1682,2937),-13	G(2122,5141),N(2120,5154,0.125759)	RS(0,0)
バスタオル1補正X 無し lidar(1682,2937),-7	G(2122,5141),N(2120,5155,0.172398)	RS(0,0)	10
バスタオル1補正Y lidar(1682,2937),-13	G(2122,5142),N(2120,5155,0.172398)	RS(0,0)
バスタオル1補正X 無し lidar(1682,2936),-7	G(2122,5142),N(2120,5156,0.172398)	RS(0,0)	11
バスタオル1補正Y lidar(1682,2936),-14	G(2122,5142),N(2120,5156,0.172398)	RS(0,0)
バスタオル1補正X 無し lidar(1682,2936),-7	G(2122,5142),N(2120,5156,0.172398)	RS(0,0)	11
バスタオル1補正Y lidar(1682,2936),-14	G(2122,5142),N(2120,5156,0.172398)	RS(0,0)
バスタオル1補正X 無し lidar(1684,2935),-7	G(2122,5142),N(2120,5156,0.172398)	RS(0,0)	11
バスタオル1補正Y lidar(1684,2935),-15	G(2122,5141),N(2120,5156,0.172398)	RS(0,0)
バスタオル1補正X 無し lidar(1684,2935),-7	G(2122,5141),N(2120,5156,0.172398)	RS(0,0)	11
バスタオル1補正Y lidar(1684,2935),-15	G(2122,5141),N(2120,5156,0.172398)	RS(0,0)
バスタオル1補正X 無し lidar(1684,2935),-7	G(2122,5141),N(2120,5155,0.172398)	RS(0,0)	11
バスタオル1補正Y lidar(1684,2935),-15	G(2122,5140),N(2120,5155,0.172398)	RS(0,0)
バスタオル1補正X 無し lidar(1680,2935),-7	G(2122,5140),N(2120,5155,0.172398)	RS(0,0)	11
バスタオル1補正Y lidar(1680,2935),-15	G(2122,5140),N(2120,5155,0.172398)	RS(0,0)
バスタオル1補正X 無し lidar(1680,2935),-7	G(2122,5140),N(2120,5155,0.172398)	RS(0,0)	11
バスタオル1補正Y lidar(1680,2935),-15	G(2122,5140),N(2120,5155,0.172398)	RS(0,0)
バスタオル1補正X 無し lidar(1680,2934),-7	G(2122,5140),N(2120,5155,0.172398)	RS(0,0)	11
バスタオル1補正Y lidar(1680,2934),-16	G(2122,5139),N(2120,5155,0.172398)	RS(0,0)
バスタオル1補正X 無し lidar(1680,2934),-7	G(2122,5139),N(2120,5155,0.172398)	RS(0,0)	11
バスタオル1補正Y lidar(1680,2934),-16	G(2122,5139),N(2120,5155,0.172398)	RS(0,0)
バスタオル1補正X 無し lidar(1679,2938),-7	G(2122,5139),N(2120,5155,0.172398)	RS(0,0)	11
バスタオル1補正Y lidar(1679,2938),-12	G(2122,5143),N(2120,5155,0.172398)	RS(0,0)
バスタオル1補正X 無し lidar(1679,2938),-7	G(2122,5143),N(2120,5156,0.172398)	RS(0,0)	11
バスタオル1補正Y lidar(1679,2938),-12	G(2122,5144),N(2120,5156,0.172398)	RS(0,0)
バスタオル1補正X 無し lidar(1680,2934),-7	G(2122,5144),N(2120,5156,0.172398)	RS(0,0)	11
バスタオル1補正Y lidar(1680,2934),-16	G(2122,5140),N(2120,5156,0.172398)	RS(0,0)
バスタオル1補正X 無し lidar(1680,2934),-7	G(2122,5140),N(2120,5156,0.172398)	RS(0,0)	11
バスタオル1補正Y lidar(1680,2934),-16	G(2122,5140),N(2120,5156,0.172398)	RS(0,0)
バスタオル1補正X 無し lidar(1680,2934),-7	G(2122,5140),N(2120,5155,0.172398)	RS(0,0)	11
バスタオル1補正Y lidar(1680,2934),-16	G(2122,5139),N(2120,5155,0.172398)	RS(0,0)
バスタオル1補正X 無し lidar(1681,2938),-7	G(2122,5139),N(2120,5155,0.172398)	RS(0,0)	11
バスタオル1補正Y lidar(1681,2938),-12	G(2122,5143),N(2120,5155,0.172398)	RS(0,0)
バスタオル1補正X 無し lidar(1681,2938),-7	G(2122,5143),N(2120,5155,0.172398)	RS(0,0)	11
バスタオル1補正Y lidar(1681,2938),-12	G(2122,5143),N(2120,5155,0.172398)	RS(0,0)
バスタオル1補正X 無し lidar(1683,2933),-7	G(2122,5143),N(2121,5155,0.172398)	RS(0,0)	11
バスタオル1補正Y lidar(1683,2933),-17	G(2122,5138),N(2121,5155,0.172398)	RS(0,0)
バスタオル1補正X 無し lidar(1683,2933),-7	G(2122,5138),N(2121,5155,0.172398)	RS(0,0)	11
バスタオル1補正Y lidar(1683,2933),-17	G(2122,5138),N(2121,5155,0.172398)	RS(0,0)
バスタオル1補正X 無し lidar(1682,2937),-7	G(2122,5138),N(2121,5155,0.172398)	RS(0,0)	11
バスタオル1補正Y lidar(1682,2937),-13	G(2122,5142),N(2121,5155,0.172398)	RS(0,0)
バスタオル1タイムアウト lidar(1682,2937),RS(0,0)	G(2122,5142),N(2121,5155,0.172398)
バスタオル1タイムアウト lidar(1682,2942),RS(0,0)	G(2122,5142),N(2121,5155,0.154737)
バスタオル1タイムアウト lidar(1682,2942),RS(0,0)	G(2122,5142),N(2121,5153,0.067615)
バスタオル1タイムアウト lidar(1682,2942),RS(0,0)	G(2122,5142),N(2121,5152,-0.010167)
バスタオル1タイムアウト lidar(1680,2943),RS(0,0)	G(2122,5142),N(2121,5152,-0.055719)
バスタオル1タイムアウト lidar(1680,2943),RS(0,0)	G(2122,5142),N(2122,5152,-0.057838)
バスタオル1タイムアウト lidar(1674,2947),RS(0,0)	G(2122,5142),N(2122,5152,-0.057140)
バスタオル1タイムアウト lidar(1674,2947),RS(0,0)	G(2122,5142),N(2122,5152,-0.057140)
バスタオル1タイムアウト lidar(1678,2947),RS(0,0)	G(2122,5142),N(2122,5152,-0.057140)
バスタオル1タイムアウト lidar(1678,2947),RS(0,0)	G(2122,5142),N(2122,5152,-0.057140)
バスタオル1タイムアウト lidar(1678,2947),RS(0,0)	G(2122,5142),N(2122,5152,-0.057140)
バスタオル1タイムアウト lidar(1678,2947),RS(0,0)	G(2122,5142),N(2122,5152,-0.057140)
バスタオル1タイムアウト lidar(1678,2947),RS(0,0)	G(2122,5142),N(2122,5152,-0.057140)
バスタオル1タイムアウト lidar(1679,2949),RS(0,0)	G(2122,5142),N(2122,5152,-0.057140)
バスタオル1タイムアウト lidar(1679,2949),RS(0,0)	G(2122,5142),N(2122,5152,-0.057140)
バスタオル1タイムアウト lidar(1678,2946),RS(0,0)	G(2122,5142),N(2122,5152,-0.057140)
バスタオル1タイムアウト lidar(1678,2946),RS(0,0)	G(2122,5142),N(2122,5152,-0.057140)
バスタオル1タイムアウト lidar(1680,2948),RS(0,0)	G(2122,5142),N(2122,5152,-0.057140)
バスタオル1タイムアウト lidar(1680,2948),RS(0,0)	G(2122,5142),N(2122,5152,-0.057140)
バスタオル1タイムアウト lidar(1677,2936),RS(0,0)	G(2122,5142),N(2122,5152,-0.057140)
バスタオル1タイムアウト lidar(1677,2936),RS(0,0)	G(2122,5142),N(2122,5152,-0.057140)
バスタオル1タイムアウト lidar(1677,2936),RS(0,0)	G(2122,5142),N(2122,5152,-0.057140)
バスタオル1タイムアウト lidar(1678,2949),RS(0,0)	G(2122,5142),N(2122,5152,-0.057140)
バスタオル1タイムアウト lidar(1678,2949),RS(0,0)	G(2122,5142),N(2122,5152,-0.057140)
バスタオル1タイムアウト lidar(1680,2942),RS(0,0)	G(2122,5142),N(2122,5152,-0.057140)
バスタオル1タイムアウト lidar(1680,2942),RS(0,0)	G(2122,5142),N(2122,5152,-0.057140)
バスタオル1タイムアウト lidar(1677,2946),RS(0,0)	G(2122,5142),N(2122,5152,-0.057140)
バスタオル1タイムアウト lidar(1677,2946),RS(0,0)	G(2122,5142),N(2122,5152,-0.057140)
バスタオル1タイムアウト lidar(1679,2942),RS(0,0)	G(2122,5142),N(2122,5152,-0.057140)
バスタオル1タイムアウト lidar(1679,2942),RS(0,0)	G(2122,5142),N(2122,5152,-0.057140)
バスタオル1タイムアウト lidar(1679,2942),RS(0,0)	G(2122,5142),N(2122,5152,-0.057140)
