11月11日14時20分	青 決勝
11月11日14時20分	青 決勝
バスタオル1補正前 lidar(1685,2461) RS_Y:0,X:0	now(-1611.492188,5722.412109,-0.020338)	6
バスタオル1移動始め lidar(1685,2461) goal(-2130,5340,0.000000) now(-1611,5722,-0.020338)
バスタオル1補正X 無し lidar(1685,2461),1295	G(-2130,5340),N(-1611,5722,-0.020338)	RS(0,0)	6
バスタオル1補正X 無し lidar(1756,2471),1366	G(-2130,5340),N(-1654,5718,-0.049302)	RS(0,0)	6
バスタオル1補正X 無し lidar(1756,2471),1366	G(-2130,5340),N(-1673,5716,-0.070138)	RS(0,0)	6
バスタオル1補正X 無し lidar(1756,2471),1366	G(-2130,5340),N(-1690,5713,-0.069304)	RS(0,0)	6
バスタオル1補正X 無し lidar(1814,2477),1424	G(-2130,5340),N(-1721,5707,-0.056283)	RS(0,0)	6
バスタオル1補正X 無し lidar(1814,2477),1424	G(-2130,5340),N(-1735,5704,-0.025470)	RS(0,0)	6
バスタオル1補正X 無し lidar(1860,2490),1470	G(-2130,5340),N(-1748,5701,-0.007879)	RS(0,0)	6
バスタオル1補正X 無し lidar(1860,2490),1470	G(-2130,5340),N(-1761,5698,0.019759)	RS(0,0)	6
バスタオル1補正X 無し lidar(1893,2505),1503	G(-2130,5340),N(-1786,5690,0.052622)	RS(0,0)	6
バスタオル1補正X 無し lidar(1893,2505),1503	G(-2130,5340),N(-1800,5685,0.090585)	RS(0,0)	6
バスタオル1補正X フェンス lidar(1936,2517),-194	G(-2008,5340),N(-1814,5680,0.075204)	RS(0,0)	wait:9	6
バスタオル1補正X フェンス lidar(1936,2517),-194	G(-2024,5340),N(-1830,5674,0.079929)	RS(0,0)	wait:9	6
バスタオル1補正X フェンス lidar(1936,2517),-194	G(-2059,5340),N(-1865,5660,0.079064)	RS(0,0)	wait:9	6
バスタオル1補正X フェンス lidar(1985,2532),-145	G(-2029,5340),N(-1884,5651,0.089874)	RS(0,0)	wait:9	6
バスタオル1補正X フェンス lidar(1985,2532),-145	G(-2046,5340),N(-1901,5642,0.058134)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2030,2532),-100	G(-2018,5340),N(-1918,5631,0.034553)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2030,2532),-100	G(-2047,5340),N(-1947,5607,-0.023448)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2077,2557),-53	G(-2014,5340),N(-1961,5595,-0.039369)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2077,2557),-53	G(-2027,5340),N(-1974,5582,-0.115844)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2112,2595),-18	G(-2014,5340),N(-1996,5551,-0.245580)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2112,2595),-18	G(-2023,5340),N(-2005,5535,-0.228083)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2112,2595),-18	G(-2031,5340),N(-2013,5517,-0.257427)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2140,2637),10	G(-2009,5340),N(-2019,5500,-0.274327)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2140,2637),10	G(-2021,5340),N(-2031,5466,-0.265455)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2161,2695),31	G(-2004,5340),N(-2035,5449,-0.194448)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2161,2695),31	G(-2008,5340),N(-2039,5433,-0.152632)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2170,2746),40	G(-2001,5340),N(-2041,5417,-0.055408)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2170,2746),40	G(-2002,5340),N(-2042,5387,0.096458)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2176,2799),46	G(-1994,5340),N(-2040,5373,0.187741)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2176,2799),46	G(-1992,5340),N(-2038,5361,0.251207)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2176,2799),46	G(-1984,5340),N(-2030,5344,0.358609)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2160,2828),30	G(-1995,5340),N(-2025,5338,0.367477)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2160,2828),30	G(-1989,5340),N(-2019,5334,0.393728)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2142,2851),12	G(-2002,5340),N(-2014,5330,0.369895)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2142,2851),12	G(-1992,5340),N(-2004,5328,0.284963)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2125,2857),-5	G(-2004,5340),N(-1999,5329,0.258561)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2125,2857),-5	G(-2000,5340),N(-1995,5331,0.204254)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2112,2857),-18	G(-2010,5340),N(-1992,5334,0.158180)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2112,2857),-18	G(-2007,5340),N(-1989,5338,0.188710)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2112,2857),-18	G(-2005,5340),N(-1987,5340,0.194675)	RS(0,0)	wait:0	8
バスタオル1補正X フェンス lidar(2109,2862),-21	G(-2008,5340),N(-1987,5341,0.205678)	RS(0,0)	wait:0	8
バスタオル1補正X フェンス lidar(2109,2862),-21	G(-2007,5340),N(-1986,5342,0.243737)	RS(0,0)	wait:0	8
バスタオル1補正X フェンス lidar(2108,2849),-22	G(-2009,5340),N(-1987,5342,0.281270)	RS(0,0)	wait:0	8
バスタオル1補正X フェンス lidar(2108,2849),-22	G(-2009,5340),N(-1987,5342,0.281270)	RS(0,0)	wait:0	8
バスタオル1補正X フェンス lidar(2111,2849),-19	G(-2007,5340),N(-1988,5342,0.281270)	RS(0,0)	wait:0	8
バスタオル1補正X フェンス lidar(2111,2849),-19	G(-2007,5340),N(-1988,5342,0.281270)	RS(0,0)	wait:0	8
バスタオル1補正X フェンス lidar(2111,2835),-19	G(-2007,5340),N(-1988,5342,0.281270)	RS(0,0)	wait:0	8
バスタオル1補正X フェンス lidar(2111,2835),-19	G(-2007,5340),N(-1988,5342,0.281270)	RS(0,0)	wait:0	8
バスタオル1補正X フェンス lidar(2111,2835),-19	G(-2008,5340),N(-1989,5343,0.281270)	RS(0,0)	wait:0	8
バスタオル1補正X フェンス lidar(2104,2845),-26	G(-2016,5340),N(-1990,5344,0.268966)	RS(0,0)	wait:0	8
バスタオル1補正X フェンス lidar(2104,2845),-26	G(-2017,5340),N(-1991,5345,0.246859)	RS(0,0)	wait:0	8
バスタオル1補正X フェンス lidar(2111,2836),-19	G(-2012,5340),N(-1993,5345,0.199759)	RS(0,0)	wait:0	8
バスタオル1補正X フェンス lidar(2111,2836),-19	G(-2014,5340),N(-1995,5346,0.118930)	RS(0,0)	wait:0	8
バスタオル1補正X フェンス lidar(2113,2839),-17	G(-2015,5340),N(-1998,5346,-0.044212)	RS(0,0)	wait:0	8
