11月11日20時37分	青 決勝
11月11日20時37分	青 決勝
バスタオル1補正前 lidar(1663,2428) RS_Y:0,X:0	now(-1620.068970,5735.967773,0.183924)	6
バスタオル1移動始め lidar(1663,2428) goal(-2130,5340,0.000000) now(-1620,5735,0.183924)
バスタオル1補正X 無し lidar(1663,2428),1223	G(-2130,5340),N(-1620,5735,0.183924)	RS(0,0)	6
バスタオル1補正X 無し lidar(1729,2442),1289	G(-2130,5340),N(-1640,5730,0.172878)	RS(0,0)	6
バスタオル1補正X 無し lidar(1729,2442),1289	G(-2130,5340),N(-1678,5721,0.155061)	RS(0,0)	6
バスタオル1補正X 無し lidar(1789,2453),1349	G(-2130,5340),N(-1693,5716,0.136422)	RS(0,0)	6
バスタオル1補正X 無し lidar(1789,2453),1349	G(-2130,5340),N(-1708,5711,0.130430)	RS(0,0)	6
バスタオル1補正X 無し lidar(1789,2453),1349	G(-2130,5340),N(-1721,5706,0.127209)	RS(0,0)	7
バスタオル1補正X 無し lidar(1829,2463),1389	G(-2130,5340),N(-1744,5697,0.044173)	RS(0,0)	7
バスタオル1補正X 無し lidar(1829,2463),1389	G(-2130,5340),N(-1755,5692,0.029421)	RS(0,0)	7
バスタオル1補正X 無し lidar(1864,2477),1424	G(-2130,5340),N(-1766,5686,0.057782)	RS(0,0)	7
バスタオル1補正X 無し lidar(1864,2477),1424	G(-2130,5340),N(-1778,5680,0.044207)	RS(0,0)	7
バスタオル1補正X 無し lidar(1903,2489),1463	G(-2130,5340),N(-1803,5666,-0.032674)	RS(0,0)	7
バスタオル1補正X 無し lidar(1903,2489),1463	G(-2130,5340),N(-1819,5658,-0.020022)	RS(0,0)	7
バスタオル1補正X 無し lidar(1938,2504),1498	G(-2130,5340),N(-1835,5649,-0.027493)	RS(0,0)	7
バスタオル1補正X 無し lidar(1938,2504),1498	G(-2130,5340),N(-1852,5640,-0.046518)	RS(0,0)	7
バスタオル1補正X 無し lidar(1938,2504),1498	G(-2130,5340),N(-1890,5619,-0.056477)	RS(0,0)	7
バスタオル1補正X フェンス lidar(1993,2527),-182	G(-2091,5340),N(-1909,5606,-0.094370)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(1993,2527),-182	G(-2109,5340),N(-1927,5593,-0.120410)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2043,2566),-132	G(-2077,5340),N(-1945,5578,-0.113173)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2043,2566),-132	G(-2113,5340),N(-1981,5545,-0.176514)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2092,2566),-83	G(-2081,5340),N(-1998,5528,-0.208130)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2092,2566),-83	G(-2098,5340),N(-2015,5511,-0.269926)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2143,2611),-32	G(-2077,5340),N(-2045,5476,-0.384551)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2143,2611),-32	G(-2089,5340),N(-2057,5458,-0.350010)	RS(0,0)	wait:0	7
