11月18日18時7分	赤 決勝
バスタオル1補正前 lidar(3273,2400) RS_Y:0,X:0	now(1609.391113,5737.940430,1.065689)	5
バスタオル1移動始め lidar(3273,2400) goal(1920,5340,0.000000) now(1609,5737,1.065689)
バスタオル1補正X 無し lidar(3273,2400),1573	G(1920,5340),N(1609,5737,1.065689)	RS(0,0)	5
バスタオル1補正X 無し lidar(3197,2400),1497	G(1920,5340),N(1665,5736,1.143996)	RS(0,0)	5
バスタオル1補正X 無し lidar(3197,2400),1497	G(1920,5340),N(1692,5735,1.139786)	RS(0,0)	5
バスタオル1補正X 無し lidar(3197,2400),1497	G(1920,5340),N(1716,5735,1.136323)	RS(0,0)	5
バスタオル1補正X フェンス lidar(3120,2397),365	G(2105,5340),N(1740,5735,1.114917)	RS(0,0)	wait:9	5
バスタオル1補正X フェンス lidar(3120,2397),365	G(2145,5340),N(1780,5734,0.844895)	RS(0,0)	wait:9	5
バスタオル1補正X フェンス lidar(3060,2399),305	G(2103,5340),N(1798,5733,0.612020)	RS(0,0)	wait:9	5
バスタオル1補正X フェンス lidar(3060,2399),305	G(2117,5340),N(1812,5733,0.430102)	RS(0,0)	wait:9	5
バスタオル1補正X フェンス lidar(3008,2393),253	G(2078,5340),N(1825,5732,0.269842)	RS(0,0)	wait:9	5
バスタオル1補正X フェンス lidar(3008,2393),253	G(2102,5340),N(1849,5730,-0.066808)	RS(0,0)	wait:9	6
バスタオル1補正X フェンス lidar(2982,2390),227	G(2088,5340),N(1861,5728,-0.214987)	RS(0,0)	wait:9	6
バスタオル1補正X フェンス lidar(2982,2390),227	G(2099,5340),N(1872,5725,-0.310136)	RS(0,0)	wait:9	6
バスタオル1補正X フェンス lidar(2982,2390),227	G(2125,5340),N(1898,5714,-0.381418)	RS(0,0)	wait:9	6
バスタオル1補正X フェンス lidar(2945,2404),190	G(2102,5340),N(1912,5707,-0.421091)	RS(0,0)	wait:0	6
バスタオル1補正X フェンス lidar(2945,2404),190	G(2116,5340),N(1926,5699,-0.467441)	RS(0,0)	wait:0	6
バスタオル1補正X フェンス lidar(2899,2411),144	G(2085,5340),N(1941,5690,-0.509538)	RS(0,0)	wait:0	6
バスタオル1補正X フェンス lidar(2899,2411),144	G(2115,5340),N(1971,5669,-0.527001)	RS(0,0)	wait:0	6
バスタオル1補正X フェンス lidar(2869,2433),114	G(2100,5340),N(1986,5656,-0.504448)	RS(0,0)	wait:0	6
バスタオル1補正X フェンス lidar(2869,2433),114	G(2114,5340),N(2000,5643,-0.475761)	RS(0,0)	wait:0	6
バスタオル1補正X フェンス lidar(2826,2466),71	G(2084,5340),N(2013,5628,-0.385218)	RS(0,0)	wait:0	6
バスタオル1補正X フェンス lidar(2826,2466),71	G(2107,5340),N(2036,5595,-0.102003)	RS(0,0)	wait:0	6
バスタオル1補正X フェンス lidar(2826,2466),71	G(2118,5340),N(2047,5578,-0.018518)	RS(0,0)	wait:0	6
バスタオル1補正X フェンス lidar(2804,2513),49	G(2105,5340),N(2056,5559,0.088138)	RS(0,0)	wait:0	6
バスタオル1補正X フェンス lidar(2804,2513),49	G(2113,5340),N(2064,5540,0.200039)	RS(0,0)	wait:0	6
バスタオル1補正X フェンス lidar(2778,2513),23	G(2102,5340),N(2079,5502,0.292723)	RS(0,0)	wait:0	6
バスタオル1補正X フェンス lidar(2778,2513),23	G(2109,5340),N(2086,5483,0.305433)	RS(0,0)	wait:0	6
バスタオル1補正X フェンス lidar(2763,2558),8	G(2100,5340),N(2092,5465,0.299840)	RS(0,0)	wait:0	6
バスタオル1補正X フェンス lidar(2763,2558),8	G(2110,5340),N(2102,5427,0.249025)	RS(0,0)	wait:0	6
バスタオル1補正X フェンス lidar(2746,2621),-9	G(2097,5340),N(2106,5409,0.214303)	RS(0,0)	wait:0	6
バスタオル1補正X フェンス lidar(2746,2621),-9	G(2101,5340),N(2110,5392,0.202613)	RS(0,0)	wait:0	6
バスタオル1補正X フェンス lidar(2746,2621),-9	G(2104,5340),N(2113,5376,0.195019)	RS(0,0)	wait:0	6
バスタオル1補正X OK lidar(2746,2621),RS(0,0),50000	G(2104,5270),N(2113,5376,0.195019)
バスタオル1補正X 無し lidar(2741,2686),-9	G(2104,5270),N(2113,5350,0.135984)	RS(0,0)	6
RS無視 RS_Y:0,50000,0 X:0	lidar(2741,2686),-264	G(2104,5240),N(2113,5350,0.135984)
バスタオル1補正X 無し lidar(2741,2686),-9	G(2104,5240),N(2111,5340,0.111913)	RS(0,0)	6
RS無視 RS_Y:0,50000,0 X:0	lidar(2741,2686),-264	G(2104,5240),N(2111,5340,0.111913)
バスタオル1補正X 無し lidar(2730,2738),-9	G(2104,5240),N(2109,5332,0.083517)	RS(0,0)	6
