11月3日20時16分	赤 予選
11月3日20時16分	赤 予選
バスタオル1補正X フェンス lidar(2868,2821),3	G(1912,5340),N(1909,5341,0.058517)	RS(748,3471)	12
バスタオル1補正X フェンス lidar(2864,2821),-1	G(1908,5340),N(1909,5341,0.058517)	RS(748,3471)	12
バスタオル1補正X フェンス lidar(2864,2821),-1	G(1908,5340),N(1909,5341,0.058517)	RS(749,3475)	12
バスタオル1補正X フェンス lidar(2867,2822),2	G(1911,5340),N(1909,5341,0.058517)	RS(750,3477)	12
バスタオル1補正X フェンス lidar(2867,2822),2	G(1911,5340),N(1909,5341,0.058517)	RS(750,3477)	12
バスタオル1補正X フェンス lidar(2871,2826),6	G(1915,5340),N(1909,5341,0.058517)	RS(750,3482)	13
バスタオル1補正X フェンス lidar(2871,2826),6	G(1915,5340),N(1909,5341,0.058517)	RS(751,3485)	13
バスタオル1補正X フェンス lidar(2869,2827),4	G(1913,5340),N(1909,5341,0.058517)	RS(751,3485)	13
バスタオル1補正X フェンス lidar(2869,2827),4	G(1913,5340),N(1909,5341,0.058517)	RS(750,3478)	13
バスタオル1補正X フェンス lidar(2869,2827),4	G(1913,5340),N(1909,5341,0.058517)	RS(748,3468)	13
バスタオル1補正X フェンス lidar(2877,2823),12	G(1921,5340),N(1909,5341,0.058517)	RS(748,3468)	13
バスタオル1補正X フェンス lidar(2877,2823),12	G(1921,5340),N(1909,5341,0.058517)	RS(749,3476)	13
バスタオル1補正X フェンス lidar(2876,2823),11	G(1920,5340),N(1909,5341,0.058517)	RS(750,3477)	13
バスタオル1補正X フェンス lidar(2876,2823),11	G(1920,5340),N(1909,5341,0.058517)	RS(750,3477)	13
バスタオル1補正X フェンス lidar(2874,2828),9	G(1918,5340),N(1909,5341,0.058517)	RS(747,3464)	13
バスタオル1補正X フェンス lidar(2874,2828),9	G(1918,5340),N(1909,5341,0.058517)	RS(747,3463)	13
バスタオル1補正X フェンス lidar(2877,2835),12	G(1921,5340),N(1909,5341,0.058517)	RS(747,3463)	13
バスタオル1補正X フェンス lidar(2877,2835),12	G(1921,5340),N(1909,5341,0.058517)	RS(750,3477)	13
バスタオル1補正X フェンス lidar(2877,2835),12	G(1921,5340),N(1909,5341,0.058517)	RS(749,3473)	13
バスタオル1補正X フェンス lidar(2878,2831),13	G(1922,5340),N(1909,5341,0.058517)	RS(749,3473)	13
バスタオル1補正X フェンス lidar(2878,2831),13	G(1922,5340),N(1909,5341,0.058517)	RS(749,3472)	13
バスタオル1補正X フェンス lidar(2879,2834),14	G(1923,5340),N(1909,5341,0.058517)	RS(749,3472)	13
バスタオル1補正X フェンス lidar(2879,2834),14	G(1923,5340),N(1909,5341,0.058517)	RS(744,3452)	13
バスタオル1補正X フェンス lidar(2871,2834),6	G(1915,5340),N(1909,5341,0.058517)	RS(746,3461)	13
バスタオル1補正X フェンス lidar(2871,2834),6	G(1915,5340),N(1909,5341,0.058517)	RS(746,3461)	13
バスタオル1補正X フェンス lidar(2870,2824),5	G(1914,5340),N(1909,5341,0.058517)	RS(746,3462)	13
バスタオル1補正X フェンス lidar(2870,2824),5	G(1914,5340),N(1909,5341,0.058517)	RS(747,3464)	13
バスタオル1補正X フェンス lidar(2870,2824),5	G(1914,5340),N(1909,5341,0.058517)	RS(747,3464)	13
バスタオル1補正X フェンス lidar(2872,2829),7	G(1916,5340),N(1909,5341,0.058517)	RS(748,3469)	13
バスタオル1補正X フェンス lidar(2872,2829),7	G(1916,5340),N(1909,5341,0.058517)	RS(746,3461)	13
バスタオル1補正X フェンス lidar(2867,2840),2	G(1911,5340),N(1909,5341,0.058517)	RS(746,3461)	14
バスタオル1補正X フェンス lidar(2867,2840),2	G(1911,5340),N(1909,5341,0.058517)	RS(744,3454)	14
バスタオル1補正X フェンス lidar(2870,2835),5	G(1914,5340),N(1909,5341,0.058517)	RS(746,3460)	14
バスタオル1補正X フェンス lidar(2870,2835),5	G(1914,5340),N(1909,5341,0.058517)	RS(746,3460)	14
バスタオル1補正X フェンス lidar(2866,2833),1	G(1910,5340),N(1909,5341,0.058517)	RS(747,3465)	14
バスタオル1補正X フェンス lidar(2866,2833),1	G(1910,5340),N(1909,5341,0.058517)	RS(749,3474)	14
バスタオル1補正X フェンス lidar(2866,2833),1	G(1910,5340),N(1909,5341,0.058517)	RS(749,3474)	14
バスタオル1補正X フェンス lidar(2869,2834),4	G(1913,5340),N(1909,5341,0.058517)	RS(749,3476)	14
バスタオル1補正X フェンス lidar(2869,2834),4	G(1913,5340),N(1909,5341,0.058517)	RS(750,3480)	14
バスタオル1補正X フェンス lidar(2866,2825),1	G(1910,5340),N(1909,5341,0.058517)	RS(750,3480)	14
バスタオル1補正X フェンス lidar(2866,2825),1	G(1910,5340),N(1909,5341,0.058517)	RS(751,3485)	14
バスタオル1補正X フェンス lidar(2873,2822),8	G(1917,5340),N(1909,5341,0.058517)	RS(751,3485)	14
バスタオル1補正X フェンス lidar(2873,2822),8	G(1917,5340),N(1909,5341,0.058517)	RS(747,3465)	14
バスタオル1補正X フェンス lidar(2875,2825),10	G(1919,5340),N(1909,5341,0.058517)	RS(748,3472)	14
バスタオル1補正X フェンス lidar(2875,2825),10	G(1919,5340),N(1909,5341,0.058517)	RS(748,3472)	14
バスタオル1補正X フェンス lidar(2875,2825),10	G(1919,5340),N(1909,5341,0.058517)	RS(748,3468)	14
バスタオル1補正X フェンス lidar(2878,2825),13	G(1922,5340),N(1909,5341,0.058517)	RS(748,3468)	14
バスタオル1補正X フェンス lidar(2878,2825),13	G(1922,5340),N(1909,5341,0.058517)	RS(750,3478)	14
バスタオル1補正X フェンス lidar(2880,2824),15	G(1924,5340),N(1909,5341,0.058517)	RS(749,3473)	14
バスタオル1補正X フェンス lidar(2880,2824),15	G(1924,5340),N(1909,5341,0.058517)	RS(747,3464)	14
バスタオル1補正X フェンス lidar(2883,2826),18	G(1927,5340),N(1909,5341,0.058517)	RS(747,3464)	14
バスタオル1補正X フェンス lidar(2883,2826),18	G(1927,5340),N(1909,5341,0.058517)	RS(746,3463)	14
バスタオル1補正X フェンス lidar(2877,2827),12	G(1921,5340),N(1909,5341,0.058517)	RS(746,3463)	14
バスタオル1補正X フェンス lidar(2877,2827),12	G(1921,5340),N(1909,5341,0.058517)	RS(746,3462)	14
バスタオル1補正X フェンス lidar(2877,2827),12	G(1921,5340),N(1909,5341,0.058517)	RS(743,3449)	14
バスタオル1補正X フェンス lidar(2879,2826),14	G(1923,5340),N(1909,5341,0.058517)	RS(743,3449)	15
バスタオル1補正X フェンス lidar(2879,2826),14	G(1923,5340),N(1909,5341,0.058517)	RS(745,3458)	15
