11月20日17時17分	青 予選
展開 now(-421.798889,4376.818359,0.089001)	spread:1,wait_num03
展開 now(-418.042725,4508.677734,0.152906)	spread:1,wait_num04
展開 now(-414.983124,4694.148926,0.099097)	spread:1,wait_num04
CS通信切れ
展開 now(-412.520813,4807.929199,0.253965)	spread:1,wait_num04
展開 now(-408.862549,5011.179688,0.356984)	spread:1,wait_num04
展開 now(-410.799103,5139.589355,0.516138)	spread:1,wait_num04
展開 now(-419.822845,5283.837891,0.472956)	spread:1,wait_num04
展開 now(-428.687378,5348.302734,0.325003)	spread:1,wait_num04
展開 now(-460.723816,5452.670410,-0.170563)	spread:1,wait_num04
展開 now(-484.518219,5495.181152,-0.391264)	spread:1,wait_num04
展開 now(-545.959290,5567.073730,-0.489630)	spread:1,wait_num04
展開 now(-604.527283,5612.097168,-0.392623)	spread:1,wait_num05
展開 now(-693.970581,5663.168945,-0.341889)	spread:1,wait_num05
展開 now(-743.716553,5684.660645,-0.332388)	spread:1,wait_num05
展開 now(-855.430237,5718.938477,-0.266292)	spread:1,wait_num05
展開 now(-917.091797,5732.901855,-0.204383)	spread:1,wait_num05
展開 now(-1051.691895,5751.692871,-0.120770)	spread:1,wait_num05
展開 now(-1162.653320,5755.265137,-0.043623)	spread:1,wait_num05
展開 now(-1321.934326,5754.684082,-0.021979)	spread:1,wait_num05
展開 now(-1404.848022,5754.081543,-0.026560)	spread:1,wait_num05
展開 now(-1564.453369,5749.437012,-0.187452)	spread:1,wait_num05
展開 now(-1639.593628,5743.765625,-0.193255)	spread:1,wait_num06
展開 now(-1772.739136,5733.449219,-0.288491)	spread:1,wait_num06
展開 now(-1855.708984,5722.652832,-0.282681)	spread:1,wait_num06
展開 now(-1917.471802,5713.927246,-0.328637)	spread:1,wait_num06
展開 now(-1957.102051,5706.681152,-0.342723)	spread:1,wait_num06
展開 now(-1977.720093,5698.696777,-0.288151)	spread:1,wait_num06
展開 now(-1978.348267,5697.765137,-0.312129)	spread:1,wait_num06
展開 now(-1977.099976,5698.069824,-0.270888)	spread:1,wait_num06
展開 now(-1977.094238,5699.316406,-0.258946)	spread:1,wait_num06
展開 now(-1977.714355,5700.253906,-0.163568)	spread:1,wait_num06
展開 now(-1979.272339,5700.567871,-0.036736)	spread:1,wait_num07
展開 now(-1985.509888,5701.479004,0.455846)	spread:1,wait_num07
展開 now(-1991.136353,5702.976562,0.816890)	spread:1,wait_num07
展開 now(-2004.562134,5704.322266,0.764029)	spread:1,wait_num07
展開 now(-2014.228638,5704.885254,-0.084952)	spread:1,wait_num07
展開 now(-2022.025269,5704.317383,-0.738595)	spread:1,wait_num07
展開 now(-2023.592407,5703.714844,-0.797785)	spread:1,wait_num07
展開 now(-2023.280762,5703.710449,-0.791475)	spread:1,wait_num07
展開 now(-2023.280762,5703.710449,-0.791475)	spread:1,wait_num07
展開 now(-2023.280762,5703.710449,-0.791475)	spread:1,wait_num07
展開 now(-2022.969116,5703.706543,-0.791475)	spread:1,wait_num08
展開 now(-2022.969116,5703.706543,-0.791475)	spread:1,wait_num08
展開 now(-2022.969116,5703.706543,-0.791475)	spread:1,wait_num08
展開 now(-2022.969116,5703.706543,-0.791475)	spread:1,wait_num08
展開 now(-2022.969116,5703.706543,-0.791475)	spread:1,wait_num08
展開 now(-2022.969116,5703.706543,-0.791475)	spread:1,wait_num08
展開 now(-2022.969116,5703.706543,-0.791475)	spread:1,wait_num08
展開 now(-2022.969116,5703.706543,-0.791475)	spread:1,wait_num08
展開 now(-2022.969116,5703.706543,-0.791475)	spread:1,wait_num08
展開 now(-2022.969116,5703.706543,-0.791475)	spread:1,wait_num08
展開 now(-2022.969116,5703.706543,-0.791475)	spread:1,wait_num09
展開 now(-2022.969116,5703.706543,-0.791475)	spread:1,wait_num09
展開 now(-2022.969116,5703.706543,-0.791475)	spread:1,wait_num09
展開 now(-2022.969116,5703.706543,-0.791475)	spread:1,wait_num09
展開 now(-2022.969116,5703.706543,-0.791475)	spread:1,wait_num09
展開 now(-2022.969116,5703.706543,-0.791475)	spread:1,wait_num09
展開 now(-2022.969116,5703.706543,-0.791475)	spread:1,wait_num09
展開 now(-2022.969116,5703.706543,-0.791475)	spread:1,wait_num09
展開 now(-2022.969116,5703.706543,-0.791475)	spread:1,wait_num09
展開 now(-2022.969116,5703.706543,-0.791475)	spread:1,wait_num09
展開 now(-2022.969116,5703.706543,-0.791475)	spread:1,wait_num010
展開 now(-2022.969116,5703.706543,-0.791475)	spread:1,wait_num010
展開 now(-2022.969116,5703.706543,-0.791475)	spread:1,wait_num010
展開 now(-2022.969116,5703.706543,-0.791475)	spread:1,wait_num010
展開 now(-2022.969116,5703.706543,-0.791475)	spread:1,wait_num010
展開 now(-2022.969116,5703.706543,-0.791475)	spread:1,wait_num010
展開 now(-2022.969116,5703.706543,-0.791475)	spread:1,wait_num010
展開 now(-2022.969116,5703.706543,-0.791475)	spread:1,wait_num010
展開 now(-2022.969116,5703.706543,-0.791475)	spread:1,wait_num010
展開 now(-2022.964722,5704.018066,-0.791475)	spread:1,wait_num010
