11月20日1時47分	青 予選
バスタオル1補正前 lidar(1632,2370) RS_Y:0,X:0	now(-1672.028687,5759.522461,0.088885)	6
バスタオル1移動始め lidar(1632,2370) goal(-2020,5340,0.000000) now(-1672,5759,0.088885)
バスタオル1補正X フェンス lidar(1632,2370),-378	G(-2050,5340),N(-1672,5759,0.088885)	RS(0,0)	wait:8	6
バスタオル1補正X フェンス lidar(1734,2385),-276	G(-1983,5340),N(-1707,5754,-0.020415)	RS(0,0)	wait:8	6
バスタオル1補正X フェンス lidar(1734,2385),-276	G(-2049,5340),N(-1773,5744,-0.198601)	RS(0,0)	wait:8	6
バスタオル1補正X フェンス lidar(1734,2385),-276	G(-2079,5340),N(-1803,5738,-0.267923)	RS(0,0)	wait:8	6
バスタオル1補正X フェンス lidar(1831,2406),-179	G(-2011,5340),N(-1832,5732,-0.330528)	RS(0,0)	wait:8	6
バスタオル1補正X フェンス lidar(1831,2406),-179	G(-2062,5340),N(-1883,5719,-0.493652)	RS(0,0)	wait:8	6
バスタオル1補正X フェンス lidar(1914,2425),-96	G(-2001,5340),N(-1905,5712,-0.628667)	RS(0,0)	wait:8	6
バスタオル1補正X フェンス lidar(1914,2425),-96	G(-2021,5340),N(-1925,5704,-0.787836)	RS(0,0)	wait:8	6
バスタオル1補正X フェンス lidar(1974,2425),-36	G(-1979,5340),N(-1943,5696,-0.990533)	RS(0,0)	wait:8	6
バスタオル1補正X フェンス lidar(1974,2425),-36	G(-2007,5340),N(-1971,5677,-1.351954)	RS(0,0)	wait:8	6
バスタオル1補正X フェンス lidar(2016,2452),6	G(-1975,5340),N(-1981,5667,-1.540457)	RS(0,0)	wait:8	6
バスタオル1補正X フェンス lidar(2016,2452),6	G(-1983,5340),N(-1989,5657,-1.658455)	RS(0,0)	wait:8	6
バスタオル1補正X フェンス lidar(2016,2452),6	G(-1988,5340),N(-1994,5645,-1.692098)	RS(0,0)	wait:8	6
バスタオル1補正X フェンス lidar(2040,2488),30	G(-1966,5340),N(-1996,5619,-1.675714)	RS(0,0)	wait:8	6
バスタオル1補正X フェンス lidar(2040,2488),30	G(-1963,5340),N(-1993,5605,-1.570405)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2039,2516),29	G(-1961,5340),N(-1990,5591,-1.426847)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2039,2516),29	G(-1956,5340),N(-1985,5576,-1.237936)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2028,2563),18	G(-1954,5340),N(-1972,5543,-0.895474)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2028,2563),18	G(-1948,5340),N(-1966,5526,-0.767957)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2017,2608),7	G(-1952,5340),N(-1959,5508,-0.652710)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2017,2608),7	G(-1937,5340),N(-1944,5470,-0.504698)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2017,2608),7	G(-1930,5340),N(-1937,5452,-0.476936)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(1994,2672),-16	G(-1947,5340),N(-1931,5433,-0.461385)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(1994,2672),-16	G(-1943,5340),N(-1927,5416,-0.442119)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(1979,2731),-31	G(-1950,5340),N(-1919,5384,-0.413662)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(1979,2731),-31	G(-1947,5340),N(-1916,5368,-0.380409)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(1962,2781),-48	G(-1962,5340),N(-1914,5355,-0.330552)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(1962,2781),-48	G(-1961,5340),N(-1913,5343,-0.253691)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(1959,2828),-51	G(-1963,5340),N(-1912,5325,-0.054791)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(1959,2828),-51	G(-1964,5340),N(-1913,5317,0.034982)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(1959,2828),-51	G(-1965,5340),N(-1914,5312,0.150529)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(1959,2828),-51	G(-1967,5340),N(-1916,5309,0.214476)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(1959,2828),-51	G(-1973,5340),N(-1922,5307,0.215977)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(1968,2858),-42	G(-1968,5340),N(-1926,5307,0.215977)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(1968,2858),-42	G(-1973,5340),N(-1931,5309,0.215977)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(1988,2867),-22	G(-1965,5340),N(-1943,5314,0.140802)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(1988,2867),-22	G(-1970,5340),N(-1948,5318,0.070530)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2001,2861),-9	G(-1962,5340),N(-1953,5321,-0.028420)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2001,2861),-9	G(-1967,5340),N(-1958,5324,-0.164932)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2001,2861),-9	G(-1975,5340),N(-1966,5330,-0.444108)	RS(0,0)	wait:0	8
バスタオル1補正X フェンス lidar(2018,2859),8	G(-1961,5340),N(-1969,5331,-0.550533)	RS(0,0)	wait:0	8
バスタオル1補正X フェンス lidar(2018,2859),8	G(-1963,5340),N(-1971,5333,-0.572070)	RS(0,0)	wait:0	8
バスタオル1補正X フェンス lidar(2026,2843),16	G(-1955,5340),N(-1971,5334,-0.553756)	RS(0,0)	wait:0	8
バスタオル1補正X フェンス lidar(2026,2843),16	G(-1955,5340),N(-1971,5334,-0.513404)	RS(0,0)	wait:0	8
バスタオル1補正X フェンス lidar(2025,2833),15	G(-1956,5340),N(-1971,5334,-0.513404)	RS(0,0)	wait:0	8
バスタオル1補正X フェンス lidar(2025,2833),15	G(-1956,5340),N(-1971,5334,-0.513404)	RS(0,0)	wait:0	8
バスタオル1補正X フェンス lidar(2024,2839),14	G(-1957,5340),N(-1971,5334,-0.513404)	RS(0,0)	wait:0	8
バスタオル1補正X フェンス lidar(2024,2839),14	G(-1957,5340),N(-1971,5334,-0.513053)	RS(0,0)	wait:0	8
バスタオル1補正X フェンス lidar(2024,2839),14	G(-1956,5340),N(-1970,5333,-0.452775)	RS(0,0)	wait:0	8
バスタオル1補正X フェンス lidar(2022,2829),12	G(-1958,5340),N(-1970,5333,-0.421625)	RS(0,0)	wait:0	8
バスタオル1補正X フェンス lidar(2022,2829),12	G(-1956,5340),N(-1968,5333,-0.314221)	RS(0,0)	wait:0	8
バスタオル1補正X フェンス lidar(2028,2825),18	G(-1949,5340),N(-1967,5333,-0.223587)	RS(0,0)	wait:0	8
バスタオル1補正X フェンス lidar(2028,2825),18	G(-1948,5340),N(-1966,5333,-0.135850)	RS(0,0)	wait:0	8
バスタオル1補正X フェンス lidar(2019,2825),9	G(-1956,5340),N(-1965,5333,-0.061574)	RS(0,0)	wait:0	8
バスタオル1補正X OK lidar(2019,2825),RS(0,0),50000	G(-1956,5270),N(-1965,5333,-0.061574)
バスタオル1補正X 無し lidar(2019,2825),9	G(-1956,5270),N(-1962,5333,0.131648)	RS(0,0)	8
バスタオル1補正Y lidar(2019,2825),-125	G(-1956,5208),N(-1962,5333,0.131648)	RS(0,0)
バスタオル1補正X 無し lidar(2012,2826),9	G(-1956,5208),N(-1961,5333,0.252370)	RS(0,0)	8
バスタオル1補正Y lidar(2012,2826),-124	G(-1956,5209),N(-1961,5333,0.252370)	RS(0,0)
バスタオル1補正X 無し lidar(2012,2826),9	G(-1956,5209),N(-1959,5333,0.358297)	RS(0,0)	8
バスタオル1補正Y lidar(2012,2826),-124	G(-1956,5209),N(-1959,5333,0.358297)	RS(0,0)
バスタオル1補正X 無し lidar(2012,2826),9	G(-1956,5209),N(-1958,5333,0.482936)	RS(0,0)	8
バスタオル1補正Y lidar(2012,2826),-124	G(-1956,5209),N(-1958,5333,0.482936)	RS(0,0)
バスタオル1補正X 無し lidar(2010,2831),9	G(-1956,5209),N(-1956,5333,0.643814)	RS(0,0)	8
バスタオル1補正Y lidar(2010,2831),-119	G(-1956,5214),N(-1956,5333,0.643814)	RS(0,0)
バスタオル1補正X 無し lidar(2010,2831),9	G(-1956,5214),N(-1955,5332,0.647085)	RS(0,0)	8
バスタオル1補正Y lidar(2010,2831),-119	G(-1956,5213),N(-1955,5332,0.647085)	RS(0,0)
バスタオル1補正X 無し lidar(2013,2830),9	G(-1956,5213),N(-1955,5332,0.647085)	RS(0,0)	8
バスタオル1補正Y lidar(2013,2830),-120	G(-1956,5212),N(-1955,5332,0.647085)	RS(0,0)
バスタオル1補正X 無し lidar(2013,2830),9	G(-1956,5212),N(-1954,5330,0.623235)	RS(0,0)	8
バスタオル1補正Y lidar(2013,2830),-120	G(-1956,5210),N(-1954,5330,0.623235)	RS(0,0)
バスタオル1補正X 無し lidar(2012,2831),9	G(-1956,5210),N(-1951,5326,0.416750)	RS(0,0)	8
バスタオル1補正Y lidar(2012,2831),-119	G(-1956,5207),N(-1951,5326,0.416750)	RS(0,0)
バスタオル1補正X 無し lidar(2012,2831),9	G(-1956,5207),N(-1950,5322,0.236938)	RS(0,0)	8
バスタオル1補正Y lidar(2012,2831),-119	G(-1956,5203),N(-1950,5322,0.236938)	RS(0,0)
バスタオル1補正X 無し lidar(2005,2839),9	G(-1956,5203),N(-1948,5317,0.068982)	RS(0,0)	9
バスタオル1補正Y lidar(2005,2839),-111	G(-1956,5206),N(-1948,5317,0.068982)	RS(0,0)
バスタオル1補正X 無し lidar(2005,2839),9	G(-1956,5206),N(-1945,5304,-0.190673)	RS(0,0)	9
バスタオル1補正Y lidar(2005,2839),-111	G(-1956,5193),N(-1945,5304,-0.190673)	RS(0,0)
バスタオル1補正X 無し lidar(2005,2839),9	G(-1956,5193),N(-1943,5296,-0.273521)	RS(0,0)	9
バスタオル1補正Y lidar(2005,2839),-111	G(-1956,5185),N(-1943,5296,-0.273521)	RS(0,0)
バスタオル1補正X 無し lidar(1994,2850),9	G(-1956,5185),N(-1942,5287,-0.295128)	RS(0,0)	9
バスタオル1補正Y lidar(1994,2850),-100	G(-1956,5187),N(-1942,5287,-0.295128)	RS(0,0)
バスタオル1補正X 無し lidar(1994,2850),9	G(-1956,5187),N(-1942,5277,-0.259580)	RS(0,0)	9
バスタオル1補正Y lidar(1994,2850),-100	G(-1956,5177),N(-1942,5277,-0.259580)	RS(0,0)
バスタオル1補正X 無し lidar(1989,2877),9	G(-1956,5177),N(-1943,5255,-0.071687)	RS(0,0)	9
バスタオル1補正Y lidar(1989,2877),-73	G(-1956,5182),N(-1943,5255,-0.071687)	RS(0,0)
バスタオル1補正X 無し lidar(1989,2877),9	G(-1956,5182),N(-1943,5244,0.019814)	RS(0,0)	9
バスタオル1補正Y lidar(1989,2877),-73	G(-1956,5171),N(-1943,5244,0.019814)	RS(0,0)
バスタオル1補正X 無し lidar(1990,2912),9	G(-1956,5171),N(-1944,5232,0.086213)	RS(0,0)	9
バスタオル1補正Y lidar(1990,2912),-38	G(-1956,5194),N(-1944,5232,0.086213)	RS(0,0)
バスタオル1補正X 無し lidar(1990,2912),9	G(-1956,5194),N(-1945,5221,0.157326)	RS(0,0)	9
バスタオル1補正Y lidar(1990,2912),-38	G(-1956,5183),N(-1945,5221,0.157326)	RS(0,0)
バスタオル1補正X 無し lidar(1990,2912),9	G(-1956,5183),N(-1946,5201,0.305263)	RS(0,0)	9
バスタオル1補正Y lidar(1990,2912),-38	G(-1956,5163),N(-1946,5201,0.305263)	RS(0,0)
バスタオル1補正X 無し lidar(775,2952),9	G(-1956,5163),N(-1946,5193,0.360665)	RS(0,0)	9
バスタオル1補正Y lidar(775,2952),2	G(-1956,5195),N(-1946,5193,0.360665)	RS(0,0)
バスタオル1補正X 無し lidar(775,2952),9	G(-1956,5195),N(-1948,5186,0.396477)	RS(0,0)	9
バスタオル1補正Y lidar(775,2952),2	G(-1956,5188),N(-1948,5186,0.396477)	RS(0,0)
バスタオル1補正X 無し lidar(374,2977),9	G(-1956,5188),N(-1949,5180,0.427448)	RS(0,0)	9
バスタオル1補正Y lidar(374,2977),27	G(-1956,5207),N(-1949,5180,0.427448)	RS(0,0)
バスタオル1補正X 無し lidar(374,2977),9	G(-1956,5207),N(-1952,5171,0.459875)	RS(0,0)	9
バスタオル1補正Y lidar(374,2977),27	G(-1956,5198),N(-1952,5171,0.459875)	RS(0,0)
バスタオル1補正X 無し lidar(374,2977),9	G(-1956,5198),N(-1953,5170,0.423441)	RS(0,0)	9
バスタオル1補正Y lidar(374,2977),27	G(-1956,5197),N(-1953,5170,0.423441)	RS(0,0)
バスタオル1補正X 無し lidar(386,2995),9	G(-1956,5197),N(-1954,5170,0.378065)	RS(0,0)	9
バスタオル1補正Y lidar(386,2995),45	G(-1956,5215),N(-1954,5170,0.378065)	RS(0,0)
バスタオル1補正X 無し lidar(386,2995),9	G(-1956,5215),N(-1955,5172,0.325462)	RS(0,0)	9
バスタオル1補正Y lidar(386,2995),45	G(-1956,5217),N(-1955,5172,0.325462)	RS(0,0)
バスタオル1補正X 無し lidar(407,2998),9	G(-1956,5217),N(-1955,5174,0.262345)	RS(0,0)	9
バスタオル1補正Y lidar(407,2998),48	G(-1956,5222),N(-1955,5174,0.262345)	RS(0,0)
バスタオル1補正X 無し lidar(407,2998),9	G(-1956,5222),N(-1956,5176,0.204627)	RS(0,0)	9
バスタオル1補正Y lidar(407,2998),48	G(-1956,5224),N(-1956,5176,0.204627)	RS(0,0)
バスタオル1補正X 無し lidar(407,2998),9	G(-1956,5224),N(-1956,5179,0.140819)	RS(0,0)	9
バスタオル1補正Y lidar(407,2998),48	G(-1956,5227),N(-1956,5179,0.140819)	RS(0,0)
バスタオル1補正X 無し lidar(411,2986),9	G(-1956,5227),N(-1957,5187,-0.013937)	RS(0,0)	9
バスタオル1補正Y lidar(411,2986),36	G(-1956,5223),N(-1957,5187,-0.013937)	RS(0,0)
バスタオル1補正X 無し lidar(411,2986),9	G(-1956,5223),N(-1958,5191,-0.036276)	RS(0,0)	9
バスタオル1補正Y lidar(411,2986),36	G(-1956,5227),N(-1958,5191,-0.036276)	RS(0,0)
バスタオル1補正X 無し lidar(395,2974),9	G(-1956,5227),N(-1958,5195,-0.036276)	RS(0,0)	9
バスタオル1補正Y lidar(395,2974),24	G(-1956,5219),N(-1958,5195,-0.036276)	RS(0,0)
