11月7日20時37分	赤 予選
11月7日20時37分	赤 予選
バスタオル1補正前 lidar(3328,2496) RS_Y:0,X:0	now(1580.875244,5690.797363,0.175785)	6
バスタオル1移動始め lidar(3328,2496) goal(1950,5340,0.000000) now(1580,5690,0.175785)
バスタオル1補正X 無し lidar(3328,2496),1528	G(1950,5340),N(1580,5690,0.175785)	RS(0,0)	6
バスタオル1補正X 無し lidar(3253,2500),1453	G(1950,5340),N(1622,5690,0.130759)	RS(0,0)	6
バスタオル1補正X 無し lidar(3253,2500),1453	G(1950,5340),N(1640,5690,0.128865)	RS(0,0)	6
バスタオル1補正X 無し lidar(3195,2500),1395	G(1950,5340),N(1657,5692,0.090270)	RS(0,0)	6
バスタオル1補正X 無し lidar(3195,2500),1395	G(1950,5340),N(1671,5694,0.063195)	RS(0,0)	6
バスタオル1補正X 無し lidar(3195,2500),1395	G(1950,5340),N(1699,5696,-0.015715)	RS(0,0)	6
バスタオル1補正X 無し lidar(3152,2498),1352	G(1950,5340),N(1712,5697,-0.031365)	RS(0,0)	6
バスタオル1補正X 無し lidar(3152,2498),1352	G(1950,5340),N(1725,5697,-0.068017)	RS(0,0)	6
バスタオル1補正X 無し lidar(3114,2494),1314	G(1950,5340),N(1739,5696,-0.082415)	RS(0,0)	6
バスタオル1補正X 無し lidar(3114,2494),1314	G(1950,5340),N(1766,5694,-0.248109)	RS(0,0)	6
バスタオル1補正X 無し lidar(3081,2493),1281	G(1950,5340),N(1780,5692,-0.281239)	RS(0,0)	6
バスタオル1補正X 無し lidar(3081,2493),1281	G(1950,5340),N(1793,5689,-0.279861)	RS(0,0)	6
バスタオル1補正X フェンス lidar(3039,2506),174	G(1982,5340),N(1808,5686,-0.277732)	RS(0,0)	wait:8	6
バスタオル1補正X フェンス lidar(3039,2506),174	G(2010,5340),N(1836,5675,-0.258855)	RS(0,0)	wait:0	6
バスタオル1補正X フェンス lidar(3001,2527),136	G(1985,5340),N(1849,5667,-0.212293)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(3001,2527),136	G(1999,5340),N(1863,5658,-0.152300)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(3001,2527),136	G(2026,5340),N(1890,5637,-0.013198)	RS(0,0)	wait:0	7
