10月13日14時49分	赤 予選
10月13日14時49分	赤 予選
バスタオル1補正前 lidar(3470,811) RS_Y:3177,X:1366	now(1639.354248,5743.266113,1.151554)	9
バスタオル1移動始め lidar(3470,811) goal(1950,5240,0.000000) now(1639,5743,1.151554)
バスタオル1補正X 無し lidar(3470,811),1540	G(1950,5240),N(1639,5743)	RS(1366,3177)	9
バスタオル1補正X 無し lidar(3470,811),1540	G(1950,5240),N(1676,5741)	RS(1366,3177)	9
バスタオル1補正X 無し lidar(3376,2337),1446	G(1950,5240),N(1712,5739)	RS(1258,3158)	9
バスタオル1補正X 無し lidar(3376,2337),1446	G(1950,5240),N(1729,5738)	RS(1258,3158)	9
バスタオル1補正X 無し lidar(3376,2337),1446	G(1950,5240),N(1762,5735)	RS(1190,3154)	9
バスタオル1補正X 無し lidar(3288,2347),1358	G(1950,5240),N(1795,5731)	RS(1190,3154)	9
バスタオル1補正X 無し lidar(3288,2347),1358	G(1950,5240),N(1827,5727)	RS(1190,3154)	9
バスタオル1補正X 無し lidar(3212,2356),1282	G(1950,5240),N(1859,5723)	RS(1134,3172)	9
バスタオル1補正X 無し lidar(3212,2356),1282	G(1950,5240),N(1889,5718)	RS(1134,3172)	9
バスタオル1補正X 無し lidar(3212,2356),1282	G(1950,5240),N(1918,5711)	RS(1053,3187)	9
バスタオル1補正X フェンス lidar(3129,2366),169	G(2112,5240),N(1943,5705)	RS(1001,3203)	9
バスタオル1補正X フェンス lidar(3129,2366),169	G(2124,5240),N(1955,5701)	RS(1001,3203)	9
バスタオル1補正X フェンス lidar(3065,2378),105	G(2082,5240),N(1977,5694)	RS(956,3215)	9
バスタオル1補正X フェンス lidar(3065,2378),105	G(2100,5240),N(1995,5685)	RS(912,3222)	9
バスタオル1補正X フェンス lidar(3065,2378),105	G(2114,5240),N(2009,5675)	RS(912,3222)	9
バスタオル1補正X フェンス lidar(3026,2389),66	G(2089,5240),N(2023,5664)	RS(871,3219)	9
バスタオル1補正X フェンス lidar(3026,2389),66	G(2102,5240),N(2036,5652)	RS(856,3224)	9
バスタオル1補正X フェンス lidar(2987,2416),27	G(2070,5240),N(2043,5646)	RS(828,3238)	9
バスタオル1補正X フェンス lidar(2987,2416),27	G(2083,5240),N(2056,5634)	RS(828,3238)	9
バスタオル1補正X フェンス lidar(2987,2416),27	G(2097,5240),N(2070,5620)	RS(805,3242)	9
バスタオル1補正X フェンス lidar(2957,2441),-3	G(2080,5240),N(2083,5606)	RS(776,3231)	10
バスタオル1補正X フェンス lidar(2957,2441),-3	G(2093,5240),N(2096,5591)	RS(772,3262)	10
バスタオル1補正X フェンス lidar(2931,2472),-29	G(2080,5240),N(2109,5576)	RS(772,3262)	10
バスタオル1補正X フェンス lidar(2931,2472),-29	G(2093,5240),N(2122,5561)	RS(746,3263)	10
バスタオル1補正X フェンス lidar(2931,2472),-29	G(2099,5240),N(2128,5553)	RS(746,3263)	10
バスタオル1補正X フェンス lidar(2902,2509),-58	G(2081,5240),N(2139,5535)	RS(723,3265)	10
RS無視 RS_Y:3265,-634,4910 X:723	lidar_y:2509,-361
バスタオル1補正X フェンス lidar(2902,2509),-58	G(2091,5240),N(2149,5517)	RS(702,3274)	10
RS無視 RS_Y:3274,-625,4892 X:702	lidar_y:2509,-361
バスタオル1補正X フェンス lidar(2868,2545),-92	G(2067,5240),N(2159,5498)	RS(702,3274)	10
RS無視 RS_Y:3274,-625,4892 X:702	lidar_y:2545,-325
バスタオル1補正X フェンス lidar(2868,2545),-92	G(2076,5240),N(2168,5478)	RS(692,3327)	10
RS無視 RS_Y:3327,-572,4926 X:692	lidar_y:2545,-325
バスタオル1補正X フェンス lidar(2868,2545),-92	G(2085,5240),N(2177,5457)	RS(693,3387)	10
RS無視 RS_Y:3387,-512,4955 X:693	lidar_y:2545,-325
バスタオル1補正X フェンス lidar(2852,2579),-108	G(2076,5240),N(2184,5436)	RS(678,3423)	10
RS無視 RS_Y:3423,-476,4970 X:678	lidar_y:2579,-291
バスタオル1補正X フェンス lidar(2852,2579),-108	G(2079,5240),N(2187,5425)	RS(678,3423)	10
RS無視 RS_Y:3423,-476,4970 X:678	lidar_y:2579,-291
バスタオル1補正X フェンス lidar(2831,2631),-129	G(2062,5240),N(2191,5402)	RS(677,3504)	10
RS無視 RS_Y:3504,-395,5019 X:677	lidar_y:2631,-239
バスタオル1補正X フェンス lidar(2831,2631),-129	G(2065,5240),N(2194,5381)	RS(677,3504)	10
RS無視 RS_Y:3504,-395,5019 X:677	lidar_y:2631,-239
バスタオル1補正X フェンス lidar(2831,2631),-129	G(2067,5240),N(2196,5359)	RS(676,3598)	10
RS無視 RS_Y:3598,-301,5068 X:676	lidar_y:2631,-239
バスタオル1補正X フェンス lidar(2828,2682),-132	G(2066,5240),N(2198,5338)	RS(679,3648)	10
RS無視 RS_Y:3648,-251,5097 X:679	lidar_y:2682,-188
バスタオル1補正X フェンス lidar(2828,2682),-132	G(2066,5240),N(2198,5318)	RS(679,3648)	10
RS無視 RS_Y:3648,-251,5097 X:679	lidar_y:2682,-188
バスタオル1補正X フェンス lidar(2820,2729),-140	G(2057,5240),N(2197,5299)	RS(679,3648)	10
バスタオル1補正Y lidar(2820,2729),-141	G(2057,5158),N(2197,5299)	RS(679,3648)
バスタオル1補正X フェンス lidar(2820,2729),-140	G(2057,5158),N(2197,5292)	RS(677,3767)	10
バスタオル1補正Y lidar(2820,2729),-141	G(2057,5151),N(2197,5292)	RS(677,3767)
バスタオル1補正X フェンス lidar(2820,2729),-140	G(2055,5151),N(2195,5279)	RS(677,3767)	10
バスタオル1補正Y lidar(2820,2729),-141	G(2055,5138),N(2195,5279)	RS(677,3767)
バスタオル1補正X フェンス lidar(2831,2779),-129	G(2063,5138),N(2192,5271)	RS(667,3756)	10
バスタオル1補正Y lidar(2831,2779),-91	G(2063,5180),N(2192,5271)	RS(667,3756)
バスタオル1補正X フェンス lidar(2831,2779),-129	G(2059,5180),N(2188,5265)	RS(663,3749)	10
バスタオル1補正Y lidar(2831,2779),-91	G(2059,5174),N(2188,5265)	RS(663,3749)
バスタオル1補正X フェンス lidar(2807,2800),-153	G(2031,5174),N(2184,5260)	RS(670,3777)	10
バスタオル1補正Y lidar(2807,2800),-70	G(2031,5190),N(2184,5260)	RS(670,3777)
バスタオル1補正X フェンス lidar(2807,2800),-153	G(2026,5190),N(2179,5255)	RS(670,3777)	10
バスタオル1補正Y lidar(2807,2800),-70	G(2026,5185),N(2179,5255)	RS(670,3777)
バスタオル1補正X フェンス lidar(2807,2800),-153	G(2021,5185),N(2174,5250)	RS(670,3777)	10
バスタオル1補正Y lidar(2807,2800),-70	G(2021,5180),N(2174,5250)	RS(670,3777)
バスタオル1補正X 無し lidar(2549,2816),619	G(1950,5180),N(2171,5248)	RS(684,3783)	11
バスタオル1補正Y lidar(2549,2816),-54	G(1950,5194),N(2171,5248)	RS(684,3783)
バスタオル1補正X 無し lidar(2549,2816),619	G(1950,5194),N(2167,5243)	RS(684,3783)	11
バスタオル1補正Y lidar(2549,2816),-54	G(1950,5189),N(2167,5243)	RS(684,3783)
バスタオル1補正X 無し lidar(2181,2821),251	G(1950,5189),N(2162,5239)	RS(692,3816)	11
バスタオル1補正Y lidar(2181,2821),-49	G(1950,5190),N(2162,5239)	RS(692,3816)
バスタオル1補正X 無し lidar(2181,2821),251	G(1950,5190),N(2156,5233)	RS(703,3845)	11
バスタオル1補正Y lidar(2181,2821),-49	G(1950,5184),N(2156,5233)	RS(703,3845)
バスタオル1補正X 無し lidar(2181,2821),251	G(1950,5184),N(2148,5226)	RS(703,3845)	11
バスタオル1補正Y lidar(2181,2821),-49	G(1950,5177),N(2148,5226)	RS(703,3845)
バスタオル1補正X 台座 lidar(1913,2833),-17	G(2124,5177),N(2141,5219)	RS(712,3848)	11
バスタオル1補正Y lidar(1913,2833),-37	G(2124,5182),N(2141,5219)	RS(712,3848)
バスタオル1補正X 台座 lidar(1913,2833),-17	G(2116,5182),N(2133,5211)	RS(712,3848)	11
バスタオル1補正Y lidar(1913,2833),-37	G(2116,5174),N(2133,5211)	RS(712,3848)
バスタオル1補正X 台座 lidar(1840,2849),-90	G(2035,5174),N(2125,5204)	RS(726,3864)	11
バスタオル1補正Y lidar(1840,2849),-21	G(2035,5183),N(2125,5204)	RS(726,3864)
バスタオル1補正X 台座 lidar(1840,2849),-90	G(2031,5183),N(2121,5200)	RS(746,3905)	11
バスタオル1補正Y lidar(1840,2849),-21	G(2031,5179),N(2121,5200)	RS(746,3905)
バスタオル1補正X 台座 lidar(1840,2849),-90	G(2025,5179),N(2115,5194)	RS(760,3922)	11
バスタオル1補正Y lidar(1840,2849),-21	G(2025,5173),N(2115,5194)	RS(760,3922)
バスタオル1補正X 台座 lidar(1830,2874),-100	G(2014,5173),N(2114,5190)	RS(760,3922)	11
バスタオル1補正Y lidar(1830,2874),4	G(2014,5194),N(2114,5190)	RS(760,3922)
バスタオル1補正X 台座 lidar(1830,2874),-100	G(2013,5194),N(2113,5189)	RS(765,3916)	11
バスタオル1補正Y lidar(1830,2874),4	G(2013,5193),N(2113,5189)	RS(765,3916)
バスタオル1補正X 台座 lidar(1857,2883),-73	G(2041,5193),N(2114,5189)	RS(765,3916)	11
バスタオル1補正Y lidar(1857,2883),13	G(2041,5202),N(2114,5189)	RS(765,3916)
バスタオル1補正X 台座 lidar(1857,2883),-73	G(2040,5202),N(2113,5188)	RS(779,3940)	11
バスタオル1補正Y lidar(1857,2883),13	G(2040,5201),N(2113,5188)	RS(779,3940)
バスタオル1補正X 台座 lidar(1857,2883),-73	G(2040,5201),N(2113,5187)	RS(779,3940)	11
バスタオル1補正Y lidar(1857,2883),13	G(2040,5200),N(2113,5187)	RS(779,3940)
バスタオル1補正X 台座 lidar(1871,2896),-59	G(2054,5200),N(2113,5189)	RS(777,3934)	11
バスタオル1補正Y lidar(1871,2896),26	G(2054,5215),N(2113,5189)	RS(777,3934)
バスタオル1補正X 台座 lidar(1871,2896),-59	G(2053,5215),N(2112,5188)	RS(776,3929)	11
バスタオル1補正Y lidar(1871,2896),26	G(2053,5214),N(2112,5188)	RS(776,3929)
バスタオル1補正X 台座 lidar(1857,2886),-73	G(2038,5214),N(2111,5186)	RS(776,3929)	11
バスタオル1補正Y lidar(1857,2886),16	G(2038,5202),N(2111,5186)	RS(776,3929)
バスタオル1補正X 台座 lidar(1857,2886),-73	G(2039,5202),N(2112,5188)	RS(781,3953)	11
