11月5日19時37分	赤 決勝
11月5日19時37分	赤 決勝
バスタオル1補正前 lidar(3337,2433) RS_Y:0,X:0	now(1616.340210,5716.607910,0.309141)	6
バスタオル1移動始め lidar(3337,2433) goal(1920,5340,0.000000) now(1616,5716,0.309141)
バスタオル1補正X 無し lidar(3337,2433),1627	G(1920,5340),N(1616,5716,0.309141)	RS(0,0)	6
バスタオル1補正X 無し lidar(3260,2447),1550	G(1920,5340),N(1638,5712,0.326140)	RS(0,0)	6
バスタオル1補正X 無し lidar(3260,2447),1550	G(1920,5340),N(1675,5703,0.351059)	RS(0,0)	6
バスタオル1補正X 無し lidar(3202,2458),1492	G(1920,5340),N(1692,5699,0.375251)	RS(0,0)	6
バスタオル1補正X 無し lidar(3202,2458),1492	G(1920,5340),N(1707,5696,0.361736)	RS(0,0)	7
バスタオル1補正X 無し lidar(3151,2462),1441	G(1920,5340),N(1722,5692,0.344742)	RS(0,0)	7
バスタオル1補正X 無し lidar(3151,2462),1441	G(1920,5340),N(1746,5685,0.322118)	RS(0,0)	7
バスタオル1補正X 無し lidar(3151,2462),1441	G(1920,5340),N(1758,5681,0.274226)	RS(0,0)	7
バスタオル1補正X 無し lidar(3130,2473),1420	G(1920,5340),N(1768,5678,0.235828)	RS(0,0)	7
バスタオル1補正X 無し lidar(3130,2473),1420	G(1920,5340),N(1777,5674,0.178787)	RS(0,0)	7
バスタオル1補正X 無し lidar(3104,2473),1394	G(1920,5340),N(1795,5665,-0.076249)	RS(0,0)	7
バスタオル1補正X 無し lidar(3104,2473),1394	G(1920,5340),N(1803,5659,-0.271184)	RS(0,0)	7
バスタオル1補正X 無し lidar(3080,2477),1370	G(1920,5340),N(1811,5653,-0.450263)	RS(0,0)	7
バスタオル1補正X 無し lidar(3080,2477),1370	G(1920,5340),N(1820,5645,-0.613418)	RS(0,0)	7
バスタオル1補正X 無し lidar(3052,2492),1342	G(1920,5340),N(1839,5626,-0.780669)	RS(0,0)	7
バスタオル1補正X 無し lidar(3052,2492),1342	G(1920,5340),N(1849,5615,-0.816467)	RS(0,0)	7
バスタオル1補正X 無し lidar(3052,2492),1342	G(1920,5340),N(1860,5603,-0.798347)	RS(0,0)	7
バスタオル1補正X 無し lidar(3025,2521),1315	G(1920,5340),N(1884,5577,-0.773946)	RS(0,0)	7
バスタオル1補正X 無し lidar(3025,2521),1315	G(1920,5340),N(1896,5563,-0.754322)	RS(0,0)	7
バスタオル1補正X 無し lidar(2991,2553),1281	G(1920,5340),N(1907,5546,-0.732287)	RS(0,0)	7
バスタオル1補正X 無し lidar(2991,2553),1281	G(1920,5340),N(1917,5529,-0.698263)	RS(0,0)	7
バスタオル1補正X 無し lidar(2964,2611),1254	G(1920,5340),N(1935,5493,-0.545540)	RS(0,0)	7
バスタオル1補正X 無し lidar(2964,2611),1254	G(1920,5340),N(1943,5474,-0.423122)	RS(0,0)	7
バスタオル1補正X フェンス lidar(2938,2658),188	G(2137,5340),N(1949,5456,-0.315000)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2938,2658),188	G(2144,5340),N(1956,5438,-0.205899)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2938,2658),188	G(2154,5340),N(1966,5403,0.058500)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2919,2713),169	G(2139,5340),N(1970,5386,0.259347)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2919,2713),169	G(2144,5340),N(1975,5372,0.489433)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2906,2766),156	G(2135,5340),N(1979,5358,0.740593)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(2906,2766),156	G(2142,5340),N(1986,5338,1.213418)	RS(0,0)	wait:0	8
バスタオル1補正X フェンス lidar(2909,2809),159	G(2147,5340),N(1988,5330,1.497200)	RS(0,0)	wait:0	8
バスタオル1補正X フェンス lidar(2909,2809),159	G(2148,5340),N(1989,5324,1.821110)	RS(0,0)	wait:0	8
バスタオル1補正X 無し lidar(2901,2809),159	G(2148,5340),N(1990,5318,2.136592)	RS(0,0)	8
バスタオル1補正X 無し lidar(2901,2809),159	G(2148,5340),N(1990,5318,2.135485)	RS(0,0)	8
バスタオル1補正X 無し lidar(2901,2809),159	G(2148,5340),N(1992,5319,2.101809)	RS(0,0)	8
バスタオル1補正X 無し lidar(2899,2828),159	G(2148,5340),N(1993,5322,2.052166)	RS(0,0)	8
バスタオル1補正X フェンス lidar(2899,2828),149	G(2150,5340),N(2001,5330,1.694219)	RS(0,0)	wait:0	8
バスタオル1補正X フェンス lidar(2894,2832),144	G(2151,5340),N(2007,5335,1.412154)	RS(0,0)	wait:0	8
バスタオル1補正X フェンス lidar(2894,2832),144	G(2159,5340),N(2015,5340,1.092233)	RS(0,0)	wait:0	8
バスタオル1補正X フェンス lidar(2873,2823),123	G(2147,5340),N(2024,5346,0.772528)	RS(0,0)	wait:0	8
バスタオル1補正X フェンス lidar(2873,2823),123	G(2165,5340),N(2042,5357,0.030319)	RS(0,0)	wait:0	8
バスタオル1補正X フェンス lidar(2851,2800),101	G(2152,5340),N(2051,5362,-0.358763)	RS(0,0)	wait:0	8
バスタオル1補正X フェンス lidar(2851,2800),101	G(2160,5340),N(2059,5366,-0.736663)	RS(0,0)	wait:0	8
バスタオル1補正X フェンス lidar(2851,2800),101	G(2168,5340),N(2067,5370,-1.058385)	RS(0,0)	wait:0	8
バスタオル1補正X フェンス lidar(2830,2782),80	G(2162,5340),N(2082,5376,-1.435495)	RS(0,0)	wait:0	8
バスタオル1補正X フェンス lidar(2830,2782),80	G(2170,5340),N(2090,5378,-1.518373)	RS(0,0)	wait:0	8
バスタオル1補正X 無し lidar(2810,2770),80	G(2170,5340),N(2099,5379,-1.546858)	RS(0,0)	8
バスタオル1補正X 無し lidar(2810,2770),80	G(2170,5340),N(2117,5378,-1.318578)	RS(0,0)	8
バスタオル1補正X 無し lidar(2782,2764),80	G(2170,5340),N(2126,5377,-1.109517)	RS(0,0)	8
