10月20日19時52分	赤 予選
10月20日19時52分	赤 予選
バスタオル1補正前 lidar(3216,2204) RS_Y:0,X:0	now(1556.600586,5887.812988,1.397325)	9
バスタオル1移動始め lidar(3216,2204) goal(1950,5340,0.000000) now(1556,5887,1.397325)
バスタオル1補正X 無し lidar(3216,2204),1286	G(1950,5340),N(1556,5887)	RS(0,0)	9
バスタオル1補正X 無し lidar(3216,2204),1286	G(1950,5340),N(1575,5880)	RS(0,0)	9
バスタオル1補正X 無し lidar(3175,2223),1245	G(1950,5340),N(1593,5870)	RS(0,0)	9
バスタオル1補正X 無し lidar(3175,2223),1245	G(1950,5340),N(1610,5859)	RS(0,0)	9
バスタオル1補正X 無し lidar(3175,2223),1245	G(1950,5340),N(1626,5846)	RS(0,0)	9
バスタオル1補正X フェンス lidar(3133,2223),173	G(1815,5340),N(1642,5835)	RS(0,0)	9
バスタオル1補正X フェンス lidar(3133,2223),173	G(1823,5340),N(1650,5829)	RS(0,0)	9
バスタオル1補正X フェンス lidar(3101,2232),141	G(1807,5340),N(1666,5817)	RS(0,0)	9
バスタオル1補正X フェンス lidar(3101,2232),141	G(1821,5340),N(1680,5805)	RS(0,0)	9
バスタオル1補正X フェンス lidar(3070,2256),110	G(1803,5340),N(1693,5792)	RS(0,0)	9
バスタオル1補正X フェンス lidar(3070,2256),110	G(1814,5340),N(1704,5777)	RS(0,0)	9
バスタオル1補正X フェンス lidar(3070,2256),110	G(1823,5340),N(1713,5761)	RS(0,0)	9
バスタオル1補正X フェンス lidar(3053,2288),93	G(1815,5340),N(1722,5743)	RS(0,0)	9
バスタオル1補正X フェンス lidar(3053,2288),93	G(1819,5340),N(1726,5734)	RS(0,0)	9
バスタオル1補正X フェンス lidar(3025,2313),65	G(1799,5340),N(1734,5714)	RS(0,0)	9
バスタオル1補正X 無し lidar(3025,2313),65	G(1799,5340),N(1742,5693)	RS(0,0)	9
バスタオル1補正X 無し lidar(3025,2313),65	G(1799,5340),N(1750,5670)	RS(0,0)	9
バスタオル1補正X 無し lidar(3018,2349),65	G(1799,5340),N(1757,5648)	RS(0,0)	9
バスタオル1補正X 無し lidar(3018,2349),65	G(1799,5340),N(1763,5625)	RS(0,0)	10
バスタオル1補正X 無し lidar(3022,2394),65	G(1799,5340),N(1770,5601)	RS(0,0)	10
RS無視 RS_Y:0,0,0 X:0	lidar_y:2394,-536
バスタオル1補正X 無し lidar(3022,2394),65	G(1799,5240),N(1778,5578)	RS(0,0)	10
RS無視 RS_Y:0,0,0 X:0	lidar_y:2394,-536
バスタオル1補正X 無し lidar(3022,2394),65	G(1799,5240),N(1782,5566)	RS(0,0)	10
RS無視 RS_Y:0,0,0 X:0	lidar_y:2394,-536
バスタオル1補正X 無し lidar(3020,2456),65	G(1799,5240),N(1790,5544)	RS(0,0)	10
RS無視 RS_Y:0,0,0 X:0	lidar_y:2456,-474
バスタオル1補正X 無し lidar(3020,2456),65	G(1799,5240),N(1800,5522)	RS(0,0)	10
RS無視 RS_Y:0,0,0 X:0	lidar_y:2456,-474
バスタオル1補正X 無し lidar(2721,2516),65	G(1799,5240),N(1812,5499)	RS(0,0)	10
RS無視 RS_Y:0,0,0 X:0	lidar_y:2516,-414
バスタオル1補正X 無し lidar(2721,2516),65	G(1799,5240),N(1823,5477)	RS(0,0)	10
RS無視 RS_Y:0,0,0 X:0	lidar_y:2516,-414
バスタオル1補正X 無し lidar(2721,2516),65	G(1799,5240),N(1834,5455)	RS(0,0)	10
バスタオル1補正X 無し lidar(1982,2577),65	G(1799,5240),N(1839,5445)	RS(0,0)	10
バスタオル1補正X 無し lidar(1982,2577),65	G(1799,5240),N(1849,5424)	RS(0,0)	10
バスタオル1補正X 無し lidar(1939,2622),65	G(1799,5240),N(1859,5404)	RS(0,0)	10
バスタオル1補正X 無し lidar(1939,2622),65	G(1799,5240),N(1869,5385)	RS(0,0)	10
バスタオル1補正X 無し lidar(1939,2622),65	G(1799,5240),N(1879,5366)	RS(0,0)	10
バスタオル1補正X 無し lidar(1939,2666),65	G(1799,5240),N(1887,5347)	RS(0,0)	10
バスタオル1補正X 無し lidar(1939,2666),65	G(1799,5240),N(1897,5328)	RS(0,0)	10
バスタオル1補正X 無し lidar(1914,2705),65	G(1799,5240),N(1907,5310)	RS(0,0)	10
バスタオル1補正X 無し lidar(1914,2705),65	G(1799,5240),N(1911,5301)	RS(0,0)	10
バスタオル1補正X 無し lidar(1914,2705),65	G(1799,5240),N(1916,5286)	RS(0,0)	10
バスタオル1補正X 無し lidar(1905,2750),65	G(1799,5240),N(1923,5270)	RS(0,0)	10
バスタオル1補正X 無し lidar(1905,2750),65	G(1799,5240),N(1933,5253)	RS(0,0)	10
バスタオル1補正X 無し lidar(1898,2785),65	G(1799,5240),N(1941,5239)	RS(0,0)	10
バスタオル1補正X 無し lidar(1898,2785),65	G(1799,5240),N(1947,5225)	RS(0,0)	10
バスタオル1補正X 無し lidar(1898,2785),65	G(1950,5240),N(1953,5212)	RS(0,0)	10
バスタオル1補正Y lidar(1898,2785),-145	G(1950,5067),N(1953,5212)	RS(0,0)
バスタオル1補正X 無し lidar(1901,2841),-29	G(1950,5067),N(1955,5206)	RS(0,0)	10
バスタオル1補正Y lidar(1901,2841),-89	G(1950,5117),N(1955,5206)	RS(0,0)
バスタオル1補正X 無し lidar(1901,2841),-29	G(1950,5117),N(1958,5194)	RS(0,0)	11
バスタオル1補正Y lidar(1901,2841),-89	G(1950,5105),N(1958,5194)	RS(0,0)
バスタオル1補正X 無し lidar(2627,2889),697	G(1950,5105),N(1961,5184)	RS(0,0)	11
バスタオル1補正Y lidar(2627,2889),-41	G(1950,5143),N(1961,5184)	RS(0,0)
バスタオル1補正X 無し lidar(2627,2889),697	G(1950,5143),N(1967,5173)	RS(0,0)	11
バスタオル1補正Y lidar(2627,2889),-41	G(1950,5132),N(1967,5173)	RS(0,0)
バスタオル1補正X 無し lidar(2627,2889),697	G(1950,5132),N(1975,5165)	RS(0,0)	11
バスタオル1補正Y lidar(2627,2889),-41	G(1950,5124),N(1975,5165)	RS(0,0)
バスタオル1補正X フェンス lidar(2909,2923),-51	G(1928,5124),N(1979,5155)	RS(0,0)	11
バスタオル1補正X フェンス lidar(2909,2923),-51	G(1932,5124),N(1983,5152)	RS(0,0)	11
バスタオル1補正X フェンス lidar(2886,2950),-74	G(1916,5124),N(1990,5142)	RS(0,0)	11
バスタオル1補正X フェンス lidar(2886,2950),-74	G(1921,5124),N(1995,5134)	RS(0,0)	11
バスタオル1補正X フェンス lidar(2886,2950),-74	G(1928,5124),N(2002,5126)	RS(0,0)	11
バスタオル1補正X フェンス lidar(2862,2972),-98	G(1912,5124),N(2010,5119)	RS(0,0)	11
バスタオル1補正X フェンス lidar(2862,2972),-98	G(1919,5124),N(2017,5112)	RS(0,0)	11
バスタオル1補正X フェンス lidar(2840,2985),-120	G(1903,5124),N(2023,5107)	RS(0,0)	11
バスタオル1補正X フェンス lidar(2840,2985),-120	G(1910,5124),N(2030,5100)	RS(0,0)	11
バスタオル1補正X フェンス lidar(2840,2985),-120	G(1914,5124),N(2034,5095)	RS(0,0)	11
バスタオル1補正X フェンス lidar(2819,2995),-141	G(1899,5124),N(2040,5089)	RS(0,0)	11
バスタオル1補正X フェンス lidar(2819,2995),-141	G(1903,5124),N(2044,5082)	RS(0,0)	11
バスタオル1補正X フェンス lidar(2799,3007),-161	G(1890,5124),N(2051,5074)	RS(0,0)	11
バスタオル1補正X フェンス lidar(2799,3007),-161	G(1898,5124),N(2059,5068)	RS(0,0)	11
バスタオル1補正X フェンス lidar(2775,3021),-185	G(1881,5124),N(2066,5062)	RS(0,0)	11
バスタオル1補正X フェンス lidar(2775,3021),-185	G(1882,5124),N(2067,5059)	RS(0,0)	11
バスタオル1補正X 無し lidar(2755,3026),825	G(1882,5124),N(2071,5054)	RS(0,0)	11
バスタオル1補正X 無し lidar(2755,3026),825	G(1882,5124),N(2073,5051)	RS(0,0)	11
バスタオル1補正X 無し lidar(2755,3026),825	G(1882,5124),N(2076,5048)	RS(0,0)	11
バスタオル1補正X フェンス lidar(2775,3050),-185	G(1895,5124),N(2080,5048)	RS(0,0)	11
バスタオル1補正X フェンス lidar(2775,3050),-185	G(1897,5124),N(2082,5047)	RS(0,0)	11
バスタオル1補正X フェンス lidar(2774,3064),-186	G(1899,5124),N(2085,5044)	RS(0,0)	12
バスタオル1補正X フェンス lidar(2774,3064),-186	G(1900,5124),N(2086,5044)	RS(0,0)	12
バスタオル1補正X フェンス lidar(2771,3072),-189	G(1896,5124),N(2085,5046)	RS(0,0)	12
バスタオル1補正X フェンス lidar(2771,3072),-189	G(1897,5124),N(2086,5047)	RS(0,0)	12
バスタオル1補正X フェンス lidar(2771,3072),-189	G(1903,5124),N(2092,5045)	RS(0,0)	12
バスタオル1補正X フェンス lidar(2763,3082),-197	G(1899,5124),N(2096,5043)	RS(0,0)	12
バスタオル1補正X フェンス lidar(2763,3082),-197	G(1901,5124),N(2098,5042)	RS(0,0)	12
バスタオル1補正X フェンス lidar(2775,3075),-185	G(1910,5124),N(2095,5041)	RS(0,0)	12
バスタオル1補正X フェンス lidar(2775,3075),-185	G(1908,5124),N(2093,5040)	RS(0,0)	12
バスタオル1補正X フェンス lidar(2775,3075),-185	G(1915,5124),N(2100,5040)	RS(0,0)	12
バスタオル1補正X フェンス lidar(2783,3083),-177	G(1933,5124),N(2110,5038)	RS(0,0)	12
バスタオル1補正X フェンス lidar(2783,3083),-177	G(1941,5124),N(2118,5036)	RS(0,0)	12
バスタオル1補正X フェンス lidar(2785,3087),-175	G(1951,5124),N(2126,5035)	RS(0,0)	12
バスタオル1補正X フェンス lidar(2785,3087),-175	G(1952,5124),N(2127,5036)	RS(0,0)	12
バスタオル1補正X フェンス lidar(2785,3087),-175	G(1955,5124),N(2130,5037)	RS(0,0)	12
バスタオル1補正X フェンス lidar(2784,3081),-176	G(1955,5124),N(2131,5037)	RS(0,0)	12
バスタオル1補正X フェンス lidar(2784,3081),-176	G(1955,5124),N(2131,5040)	RS(0,0)	12
バスタオル1補正X フェンス lidar(2789,3100),-171	G(1963,5124),N(2134,5040)	RS(0,0)	12
バスタオル1補正X フェンス lidar(2789,3100),-171	G(1967,5124),N(2138,5041)	RS(0,0)	12
バスタオル1補正X フェンス lidar(2801,3101),-159	G(1981,5124),N(2140,5042)	RS(0,0)	12
バスタオル1補正X フェンス lidar(2801,3101),-159	G(1982,5124),N(2141,5042)	RS(0,0)	12
バスタオル1補正X フェンス lidar(2801,3101),-159	G(1984,5124),N(2143,5041)	RS(0,0)	12
バスタオル1補正X フェンス lidar(2798,3101),-162	G(1983,5124),N(2145,5039)	RS(0,0)	12
バスタオル1補正X フェンス lidar(2798,3101),-162	G(1988,5124),N(2150,5033)	RS(0,0)	12
バスタオル1補正X フェンス lidar(2823,3100),-137	G(2020,5124),N(2157,5027)	RS(0,0)	12
バスタオル1補正X フェンス lidar(2823,3100),-137	G(2025,5124),N(2162,5024)	RS(0,0)	13
バスタオル1補正X フェンス lidar(2823,3100),-137	G(2030,5124),N(2167,5021)	RS(0,0)	13
バスタオル1補正X フェンス lidar(2844,3140),-116	G(2054,5124),N(2170,5018)	RS(0,0)	13
バスタオル1補正X フェンス lidar(2844,3140),-116	G(2055,5124),N(2171,5015)	RS(0,0)	13
バスタオル1補正X フェンス lidar(2852,3172),-108	G(2063,5124),N(2171,5016)	RS(0,0)	13
バスタオル1補正X フェンス lidar(2852,3172),-108	G(2063,5124),N(2171,5012)	RS(0,0)	13
バスタオル1補正X フェンス lidar(2846,3186),-114	G(2057,5124),N(2171,5012)	RS(0,0)	13
バスタオル1補正X フェンス lidar(2846,3186),-114	G(2057,5124),N(2171,5014)	RS(0,0)	13
バスタオル1補正X フェンス lidar(2846,3186),-114	G(2058,5124),N(2172,5016)	RS(0,0)	13
バスタオル1補正X フェンス lidar(2839,3177),-121	G(2053,5124),N(2174,5019)	RS(0,0)	13
バスタオル1補正X フェンス lidar(2839,3177),-121	G(2056,5124),N(2177,5025)	RS(0,0)	13
バスタオル1補正X フェンス lidar(2825,3163),-135	G(2042,5124),N(2177,5027)	RS(0,0)	13
バスタオル1補正X フェンス lidar(2825,3163),-135	G(2043,5124),N(2178,5033)	RS(0,0)	13
