11月23日15時9分	青 決勝
バスタオル1補正前 lidar(1568,2389) RS_Y:0,X:0	now(-1689.876343,5753.648438,-0.112271)	5
バスタオル1移動始め lidar(1568,2389) goal(-2130,5340,0.000000) now(-1689,5753,-0.112271)
バスタオル1補正X 無し lidar(1568,2389),1128	G(-2130,5340),N(-1689,5753,-0.112271)	RS(0,0)	5
バスタオル1補正X 無し lidar(1568,2389),1128	G(-2130,5340),N(-1727,5752,-0.142576)	RS(0,0)	5
バスタオル1補正X 無し lidar(1673,2390),1233	G(-2130,5340),N(-1763,5751,-0.158731)	RS(0,0)	5
バスタオル1補正X 無し lidar(1673,2390),1233	G(-2130,5340),N(-1830,5748,-0.239166)	RS(0,0)	5
バスタオル1補正X 無し lidar(1673,2390),1233	G(-2130,5340),N(-1862,5745,-0.305896)	RS(0,0)	5
バスタオル1補正X フェンス lidar(1775,2390),-335	G(-2226,5340),N(-1891,5740,-0.326648)	RS(0,0)	wait:9	5
バスタオル1補正X フェンス lidar(1775,2390),-335	G(-2282,5340),N(-1947,5729,-0.344422)	RS(0,0)	wait:9	5
バスタオル1補正X フェンス lidar(1865,2398),-245	G(-2216,5340),N(-1971,5721,-0.323144)	RS(0,0)	wait:9	5
バスタオル1補正X フェンス lidar(1865,2398),-245	G(-2238,5340),N(-1993,5712,-0.346076)	RS(0,0)	wait:9	5
バスタオル1補正X フェンス lidar(1929,2423),-181	G(-2193,5340),N(-2012,5703,-0.336602)	RS(0,0)	wait:9	5
バスタオル1補正X フェンス lidar(1929,2423),-181	G(-2228,5340),N(-2047,5682,-0.294385)	RS(0,0)	wait:9	5
バスタオル1補正X フェンス lidar(1978,2441),-132	G(-2194,5340),N(-2062,5670,-0.266968)	RS(0,0)	wait:9	5
バスタオル1補正X フェンス lidar(1978,2441),-132	G(-2208,5340),N(-2076,5657,-0.219727)	RS(0,0)	wait:9	6
バスタオル1補正X フェンス lidar(1978,2441),-132	G(-2221,5340),N(-2089,5642,-0.189684)	RS(0,0)	wait:0	6
バスタオル1補正X フェンス lidar(2020,2478),-90	G(-2201,5340),N(-2111,5609,-0.113900)	RS(0,0)	wait:0	6
バスタオル1補正X フェンス lidar(2020,2478),-90	G(-2210,5340),N(-2120,5591,-0.110918)	RS(0,0)	wait:0	6
バスタオル1補正X フェンス lidar(2049,2517),-61	G(-2189,5340),N(-2128,5572,-0.122523)	RS(0,0)	wait:0	6
バスタオル1補正X フェンス lidar(2049,2517),-61	G(-2197,5340),N(-2136,5553,-0.124611)	RS(0,0)	wait:0	6
バスタオル1補正X フェンス lidar(2069,2585),-41	G(-2189,5340),N(-2148,5512,-0.147205)	RS(0,0)	wait:0	6
バスタオル1補正X フェンス lidar(2069,2585),-41	G(-2195,5340),N(-2154,5492,-0.150910)	RS(0,0)	wait:0	6
バスタオル1補正X フェンス lidar(2088,2632),-22	G(-2181,5340),N(-2159,5471,-0.144801)	RS(0,0)	wait:0	6
バスタオル1補正X フェンス lidar(2088,2632),-22	G(-2189,5340),N(-2167,5431,-0.085968)	RS(0,0)	wait:0	6
バスタオル1補正X フェンス lidar(2088,2632),-22	G(-2193,5340),N(-2171,5412,-0.067953)	RS(0,0)	wait:0	6
バスタオル1補正X フェンス lidar(2105,2690),-5	G(-2179,5340),N(-2174,5394,-0.055177)	RS(0,0)	wait:0	6
バスタオル1補正X フェンス lidar(2105,2690),-5	G(-2182,5340),N(-2177,5378,-0.049006)	RS(0,0)	wait:0	6
バスタオル1補正X フェンス lidar(2115,2751),5	G(-2175,5340),N(-2180,5352,-0.040811)	RS(0,0)	wait:0	6
バスタオル1補正X OK lidar(2115,2751),RS(0,0),50000	G(-2175,5270),N(-2180,5352,-0.040811)
バスタオル1補正X 無し lidar(2115,2751),5	G(-2175,5270),N(-2181,5341,-0.035129)	RS(0,0)	6
バスタオル1補正Y lidar(2115,2751),-199	G(-2175,5142),N(-2181,5341,-0.035129)	RS(0,0)
バスタオル1補正X 無し lidar(2117,2751),5	G(-2175,5142),N(-2180,5332,-0.010772)	RS(0,0)	6
バスタオル1補正Y lidar(2117,2751),-199	G(-2175,5133),N(-2180,5332,-0.010772)	RS(0,0)
バスタオル1補正X 無し lidar(2117,2751),5	G(-2175,5133),N(-2179,5325,0.061682)	RS(0,0)	6
バスタオル1補正Y lidar(2117,2751),-199	G(-2175,5126),N(-2179,5325,0.061682)	RS(0,0)
バスタオル1補正X 無し lidar(2116,2800),5	G(-2175,5126),N(-2176,5318,0.238126)	RS(0,0)	6
バスタオル1補正Y lidar(2116,2800),-150	G(-2175,5168),N(-2176,5318,0.238126)	RS(0,0)
バスタオル1補正X 無し lidar(2116,2800),5	G(-2175,5168),N(-2175,5317,0.261732)	RS(0,0)	6
バスタオル1補正Y lidar(2116,2800),-150	G(-2175,5167),N(-2175,5317,0.261732)	RS(0,0)
バスタオル1補正X 無し lidar(2116,2800),5	G(-2175,5167),N(-2174,5317,0.261732)	RS(0,0)	6
バスタオル1補正Y lidar(2116,2800),-150	G(-2175,5167),N(-2174,5317,0.261732)	RS(0,0)
バスタオル1補正X 無し lidar(2108,2822),5	G(-2175,5167),N(-2173,5318,0.255109)	RS(0,0)	6
バスタオル1補正Y lidar(2108,2822),-128	G(-2175,5190),N(-2173,5318,0.255109)	RS(0,0)
バスタオル1補正X 無し lidar(2108,2822),5	G(-2175,5190),N(-2173,5319,0.189250)	RS(0,0)	6
バスタオル1補正Y lidar(2108,2822),-128	G(-2175,5191),N(-2173,5319,0.189250)	RS(0,0)
バスタオル1補正X 無し lidar(2116,2823),5	G(-2175,5191),N(-2173,5320,0.192723)	RS(0,0)	6
バスタオル1補正Y lidar(2116,2823),-127	G(-2175,5193),N(-2173,5320,0.192723)	RS(0,0)
バスタオル1補正X 無し lidar(2116,2823),5	G(-2175,5193),N(-2172,5320,0.204816)	RS(0,0)	6
バスタオル1補正Y lidar(2116,2823),-127	G(-2175,5193),N(-2172,5320,0.204816)	RS(0,0)
バスタオル1補正X 無し lidar(2126,2820),5	G(-2175,5193),N(-2171,5318,0.091947)	RS(0,0)	6
バスタオル1補正Y lidar(2126,2820),-130	G(-2175,5188),N(-2171,5318,0.091947)	RS(0,0)
バスタオル1補正X 無し lidar(2126,2820),5	G(-2175,5188),N(-2170,5315,0.012739)	RS(0,0)	7
バスタオル1補正Y lidar(2126,2820),-130	G(-2175,5185),N(-2170,5315,0.012739)	RS(0,0)
バスタオル1補正X 無し lidar(2117,2822),5	G(-2175,5185),N(-2169,5310,-0.133369)	RS(0,0)	7
バスタオル1補正Y lidar(2117,2822),-128	G(-2175,5182),N(-2169,5310,-0.133369)	RS(0,0)
バスタオル1補正X 無し lidar(2117,2822),5	G(-2175,5182),N(-2166,5305,-0.303289)	RS(0,0)	7
バスタオル1補正Y lidar(2117,2822),-128	G(-2175,5177),N(-2166,5305,-0.303289)	RS(0,0)
バスタオル1補正X 無し lidar(2117,2822),5	G(-2175,5177),N(-2163,5288,-0.544712)	RS(0,0)	7
バスタオル1補正Y lidar(2117,2822),-128	G(-2175,5160),N(-2163,5288,-0.544712)	RS(0,0)
バスタオル1補正X 無し lidar(2112,2836),5	G(-2175,5160),N(-2162,5278,-0.531639)	RS(0,0)	7
バスタオル1補正Y lidar(2112,2836),-114	G(-2175,5164),N(-2162,5278,-0.531639)	RS(0,0)
バスタオル1補正X 無し lidar(2112,2836),5	G(-2175,5164),N(-2162,5267,-0.487679)	RS(0,0)	7
バスタオル1補正Y lidar(2112,2836),-114	G(-2175,5153),N(-2162,5267,-0.487679)	RS(0,0)
バスタオル1補正X 無し lidar(2108,2870),5	G(-2175,5153),N(-2162,5256,-0.386953)	RS(0,0)	7
バスタオル1補正Y lidar(2108,2870),-80	G(-2175,5176),N(-2162,5256,-0.386953)	RS(0,0)
バスタオル1補正X 無し lidar(2108,2870),5	G(-2175,5176),N(-2163,5233,-0.106954)	RS(0,0)	7
バスタオル1補正Y lidar(2108,2870),-80	G(-2175,5153),N(-2163,5233,-0.106954)	RS(0,0)
バスタオル1補正X 無し lidar(1623,2899),5	G(-2175,5153),N(-2163,5220,0.049510)	RS(0,0)	7
バスタオル1補正Y lidar(1623,2899),-51	G(-2175,5169),N(-2163,5220,0.049510)	RS(0,0)
バスタオル1補正X 無し lidar(1623,2899),5	G(-2175,5169),N(-2164,5207,0.174212)	RS(0,0)	7
バスタオル1補正Y lidar(1623,2899),-51	G(-2175,5156),N(-2164,5207,0.174212)	RS(0,0)
