11月11日13時35分	青 予選
バスタオル1補正前 lidar(1643,2450) RS_Y:0,X:0	now(-1608.402954,5722.035156,-0.124703)	6
バスタオル1移動始め lidar(1643,2450) goal(-2020,5340,0.000000) now(-1608,5722,-0.124703)
バスタオル1補正X 無し lidar(1643,2450),1328	G(-2020,5340),N(-1608,5722,-0.124703)	RS(0,0)	6
バスタオル1補正X 無し lidar(1708,2450),1393	G(-2020,5340),N(-1630,5720,-0.087085)	RS(0,0)	6
バスタオル1補正X 無し lidar(1708,2450),1393	G(-2020,5340),N(-1670,5717,-0.126831)	RS(0,0)	6
バスタオル1補正X 無し lidar(1768,2454),1453	G(-2020,5340),N(-1688,5715,-0.147553)	RS(0,0)	6
バスタオル1補正X 無し lidar(1768,2454),1453	G(-2020,5340),N(-1704,5713,-0.185803)	RS(0,0)	6
バスタオル1補正X フェンス lidar(1809,2462),-181	G(-1900,5340),N(-1719,5710,-0.206556)	RS(0,0)	wait:8	6
バスタオル1補正X フェンス lidar(1809,2462),-181	G(-1925,5340),N(-1744,5704,-0.254779)	RS(0,0)	wait:8	6
バスタオル1補正X フェンス lidar(1809,2462),-181	G(-1937,5340),N(-1756,5700,-0.230568)	RS(0,0)	wait:8	6
バスタオル1補正X フェンス lidar(1851,2473),-139	G(-1907,5340),N(-1768,5696,-0.170563)	RS(0,0)	wait:8	6
バスタオル1補正X フェンス lidar(1851,2473),-139	G(-1929,5340),N(-1790,5685,-0.110474)	RS(0,0)	wait:8	6
バスタオル1補正X フェンス lidar(1884,2483),-106	G(-1906,5340),N(-1800,5679,-0.097852)	RS(0,0)	wait:8	7
バスタオル1補正X フェンス lidar(1884,2483),-106	G(-1915,5340),N(-1809,5672,-0.117117)	RS(0,0)	wait:8	7
バスタオル1補正X フェンス lidar(1919,2501),-71	G(-1889,5340),N(-1818,5665,-0.120951)	RS(0,0)	wait:8	7
バスタオル1補正X フェンス lidar(1919,2501),-71	G(-1906,5340),N(-1835,5647,-0.177545)	RS(0,0)	wait:8	7
バスタオル1補正X フェンス lidar(1941,2526),-49	G(-1891,5340),N(-1842,5638,-0.197025)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(1941,2526),-49	G(-1898,5340),N(-1849,5626,-0.222303)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(1941,2526),-49	G(-1904,5340),N(-1855,5613,-0.223091)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(1962,2558),-28	G(-1892,5340),N(-1864,5584,-0.195670)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(1962,2558),-28	G(-1895,5340),N(-1867,5569,-0.168058)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(1983,2602),-7	G(-1876,5340),N(-1869,5551,-0.109975)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(1983,2602),-7	G(-1879,5340),N(-1872,5534,-0.053237)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(1992,2652),2	G(-1875,5340),N(-1877,5496,0.056879)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(1992,2652),2	G(-1877,5340),N(-1879,5476,0.079652)	RS(0,0)	wait:0	7
バスタオル1補正X フェンス lidar(1994,2652),4	G(-1876,5340),N(-1880,5456,0.092732)	RS(0,0)	wait:0	7
バスタオル1補正X OK lidar(1994,2652),RS(0,0),50000	G(-1876,5270),N(-1880,5456,0.092732)
バスタオル1補正X 無し lidar(1994,2652),4	G(-1876,5270),N(-1880,5418,0.120488)	RS(0,0)	7
RS無視 RS_Y:0,50000,0 X:0	lidar(1994,2652),-298	G(-1876,5240),N(-1880,5418,0.120488)
バスタオル1補正X 無し lidar(1994,2652),4	G(-1876,5240),N(-1879,5400,0.132739)	RS(0,0)	7
RS無視 RS_Y:0,50000,0 X:0	lidar(1994,2652),-298	G(-1876,5240),N(-1879,5400,0.132739)
バスタオル1補正X 無し lidar(1996,2697),4	G(-1876,5240),N(-1879,5383,0.130911)	RS(0,0)	7
RS無視 RS_Y:0,50000,0 X:0	lidar(1996,2697),-253	G(-1876,5240),N(-1879,5383,0.130911)
バスタオル1補正X 無し lidar(1996,2697),4	G(-1876,5240),N(-1879,5367,0.110687)	RS(0,0)	7
RS無視 RS_Y:0,50000,0 X:0	lidar(1996,2697),-253	G(-1876,5240),N(-1879,5367,0.110687)
バスタオル1補正X 無し lidar(1990,2756),4	G(-1876,5240),N(-1877,5336,0.115637)	RS(0,0)	7
RS無視 RS_Y:0,50000,0 X:0	lidar(1990,2756),-194	G(-1876,5240),N(-1877,5336,0.115637)
バスタオル1補正X 無し lidar(1990,2756),4	G(-1876,5240),N(-1877,5322,0.124076)	RS(0,0)	7
RS無視 RS_Y:0,50000,0 X:0	lidar(1990,2756),-194	G(-1876,5240),N(-1877,5322,0.124076)
バスタオル1補正X 無し lidar(1983,2816),4	G(-1876,5240),N(-1876,5310,0.089984)	RS(0,0)	7
バスタオル1補正Y lidar(1983,2816),-134	G(-1876,5176),N(-1876,5310,0.089984)	RS(0,0)
バスタオル1補正X 無し lidar(1983,2816),4	G(-1876,5176),N(-1876,5301,0.083025)	RS(0,0)	7
バスタオル1補正Y lidar(1983,2816),-134	G(-1876,5167),N(-1876,5301,0.083025)	RS(0,0)
バスタオル1補正X 無し lidar(1977,2856),4	G(-1876,5167),N(-1875,5286,0.071654)	RS(0,0)	7
バスタオル1補正Y lidar(1977,2856),-94	G(-1876,5192),N(-1875,5286,0.071654)	RS(0,0)
バスタオル1補正X 無し lidar(1977,2856),4	G(-1876,5192),N(-1874,5282,0.071654)	RS(0,0)	7
バスタオル1補正Y lidar(1977,2856),-94	G(-1876,5188),N(-1874,5282,0.071654)	RS(0,0)
バスタオル1補正X 無し lidar(1977,2856),4	G(-1876,5188),N(-1874,5279,0.071662)	RS(0,0)	7
バスタオル1補正Y lidar(1977,2856),-94	G(-1876,5185),N(-1874,5279,0.071662)	RS(0,0)
バスタオル1補正X 無し lidar(1976,2875),4	G(-1876,5185),N(-1874,5277,0.040037)	RS(0,0)	8
バスタオル1補正Y lidar(1976,2875),-75	G(-1876,5202),N(-1874,5277,0.040037)	RS(0,0)
バスタオル1補正X 無し lidar(1976,2875),4	G(-1876,5202),N(-1874,5274,-0.110565)	RS(0,0)	8
バスタオル1補正Y lidar(1976,2875),-75	G(-1876,5199),N(-1874,5274,-0.110565)	RS(0,0)
バスタオル1補正X 無し lidar(1967,2887),4	G(-1876,5199),N(-1874,5274,-0.201752)	RS(0,0)	8
バスタオル1補正Y lidar(1967,2887),-63	G(-1876,5211),N(-1874,5274,-0.201752)	RS(0,0)
バスタオル1補正X 無し lidar(1967,2887),4	G(-1876,5211),N(-1874,5273,-0.276940)	RS(0,0)	8
バスタオル1補正Y lidar(1967,2887),-63	G(-1876,5210),N(-1874,5273,-0.276940)	RS(0,0)
バスタオル1補正X 無し lidar(1970,2884),4	G(-1876,5210),N(-1875,5272,-0.284234)	RS(0,0)	8
バスタオル1補正Y lidar(1970,2884),-66	G(-1876,5206),N(-1875,5272,-0.284234)	RS(0,0)
バスタオル1補正X 無し lidar(1970,2884),4	G(-1876,5206),N(-1875,5272,-0.291788)	RS(0,0)	8
バスタオル1補正Y lidar(1970,2884),-66	G(-1876,5206),N(-1875,5272,-0.291788)	RS(0,0)
バスタオル1補正X 無し lidar(1973,2885),4	G(-1876,5206),N(-1875,5271,-0.311175)	RS(0,0)	8
バスタオル1補正Y lidar(1973,2885),-65	G(-1876,5206),N(-1875,5271,-0.311175)	RS(0,0)
バスタオル1補正X 無し lidar(1973,2885),4	G(-1876,5206),N(-1876,5270,-0.362870)	RS(0,0)	8
バスタオル1補正Y lidar(1973,2885),-65	G(-1876,5205),N(-1876,5270,-0.362870)	RS(0,0)
バスタオル1補正X 無し lidar(1973,2885),4	G(-1876,5205),N(-1877,5267,-0.469597)	RS(0,0)	8
バスタオル1補正Y lidar(1973,2885),-65	G(-1876,5202),N(-1877,5267,-0.469597)	RS(0,0)
バスタオル1補正X 無し lidar(1967,2889),4	G(-1876,5202),N(-1877,5264,-0.470361)	RS(0,0)	8
バスタオル1補正Y lidar(1967,2889),-61	G(-1876,5203),N(-1877,5264,-0.470361)	RS(0,0)
バスタオル1補正X 無し lidar(1967,2889),4	G(-1876,5203),N(-1877,5261,-0.466334)	RS(0,0)	8
バスタオル1補正Y lidar(1967,2889),-61	G(-1876,5200),N(-1877,5261,-0.466334)	RS(0,0)
バスタオル1補正X 無し lidar(2043,2889),4	G(-1876,5200),N(-1877,5258,-0.411514)	RS(0,0)	8
バスタオル1補正Y lidar(2043,2889),-61	G(-1876,5197),N(-1877,5258,-0.411514)	RS(0,0)
バスタオル1補正X 無し lidar(2043,2889),4	G(-1876,5197),N(-1877,5250,-0.211442)	RS(0,0)	8
バスタオル1補正Y lidar(2043,2889),-61	G(-1876,5189),N(-1877,5250,-0.211442)	RS(0,0)
バスタオル1補正X 無し lidar(2043,2889),4	G(-1876,5189),N(-1876,5245,-0.140948)	RS(0,0)	8
バスタオル1補正Y lidar(2043,2889),-61	G(-1876,5184),N(-1876,5245,-0.140948)	RS(0,0)
バスタオル1補正X 無し lidar(2043,2889),4	G(-1876,5184),N(-1876,5240,-0.057966)	RS(0,0)	8
バスタオル1補正Y lidar(2043,2889),-61	G(-1876,5179),N(-1876,5240,-0.057966)	RS(0,0)
バスタオル1補正X 無し lidar(2043,2889),4	G(-1876,5179),N(-1875,5234,-0.006157)	RS(0,0)	8
バスタオル1補正Y lidar(2043,2889),-61	G(-1876,5173),N(-1875,5234,-0.006157)	RS(0,0)
バスタオル1補正X 無し lidar(867,2920),4	G(-1876,5173),N(-1875,5222,-0.127749)	RS(0,0)	8
バスタオル1補正Y lidar(867,2920),-30	G(-1876,5192),N(-1875,5222,-0.127749)	RS(0,0)
バスタオル1補正X 無し lidar(867,2920),4	G(-1876,5192),N(-1875,5216,-0.215644)	RS(0,0)	8
バスタオル1補正Y lidar(867,2920),-30	G(-1876,5186),N(-1875,5216,-0.215644)	RS(0,0)
バスタオル1補正X 無し lidar(867,2920),4	G(-1876,5186),N(-1876,5210,-0.290374)	RS(0,0)	8
バスタオル1補正Y lidar(867,2920),-30	G(-1876,5180),N(-1876,5210,-0.290374)	RS(0,0)
バスタオル1補正X 無し lidar(257,2934),4	G(-1876,5180),N(-1876,5199,-0.367804)	RS(0,0)	8
バスタオル1補正Y lidar(257,2934),-16	G(-1876,5183),N(-1876,5199,-0.367804)	RS(0,0)
バスタオル1補正X 無し lidar(257,2934),4	G(-1876,5183),N(-1876,5195,-0.377394)	RS(0,0)	8
バスタオル1補正Y lidar(257,2934),-16	G(-1876,5179),N(-1876,5195,-0.377394)	RS(0,0)
バスタオル1補正X 無し lidar(226,2953),4	G(-1876,5179),N(-1877,5191,-0.373787)	RS(0,0)	8
バスタオル1補正Y lidar(226,2953),3	G(-1876,5194),N(-1877,5191,-0.373787)	RS(0,0)
バスタオル1補正X 無し lidar(226,2953),4	G(-1876,5194),N(-1877,5187,-0.334316)	RS(0,0)	8
バスタオル1補正Y lidar(226,2953),3	G(-1876,5190),N(-1877,5187,-0.334316)	RS(0,0)
バスタオル1補正X 無し lidar(226,2953),4	G(-1876,5190),N(-1877,5182,-0.194622)	RS(0,0)	8
バスタオル1補正Y lidar(226,2953),3	G(-1876,5185),N(-1877,5182,-0.194622)	RS(0,0)
バスタオル1補正X 無し lidar(243,2963),4	G(-1876,5185),N(-1878,5181,-0.139933)	RS(0,0)	8
バスタオル1補正Y lidar(243,2963),13	G(-1876,5194),N(-1878,5181,-0.139933)	RS(0,0)
バスタオル1補正X 無し lidar(243,2963),4	G(-1876,5194),N(-1877,5181,-0.111488)	RS(0,0)	9
バスタオル1補正Y lidar(243,2963),13	G(-1876,5194),N(-1877,5181,-0.111488)	RS(0,0)
バスタオル1補正X 無し lidar(257,2968),4	G(-1876,5194),N(-1877,5181,-0.111488)	RS(0,0)	9
バスタオル1補正Y lidar(257,2968),18	G(-1876,5199),N(-1877,5181,-0.111488)	RS(0,0)
バスタオル1補正X 無し lidar(257,2968),4	G(-1876,5199),N(-1877,5182,-0.111488)	RS(0,0)	9
バスタオル1補正Y lidar(257,2968),18	G(-1876,5200),N(-1877,5182,-0.111488)	RS(0,0)
バスタオル1補正X 無し lidar(257,2968),4	G(-1876,5200),N(-1877,5182,-0.111488)	RS(0,0)	9
バスタオル1補正Y lidar(257,2968),18	G(-1876,5200),N(-1877,5182,-0.111488)	RS(0,0)
バスタオル1補正X 無し lidar(230,2966),4	G(-1876,5200),N(-1877,5182,-0.111488)	RS(0,0)	9
バスタオル1補正Y lidar(230,2966),16	G(-1876,5198),N(-1877,5182,-0.111488)	RS(0,0)
バスタオル1補正X 無し lidar(230,2966),4	G(-1876,5198),N(-1878,5183,-0.098335)	RS(0,0)	9
バスタオル1補正Y lidar(230,2966),16	G(-1876,5199),N(-1878,5183,-0.098335)	RS(0,0)
バスタオル1補正X 無し lidar(265,2978),4	G(-1876,5199),N(-1877,5185,0.007020)	RS(0,0)	9
バスタオル1補正Y lidar(265,2978),28	G(-1876,5213),N(-1877,5185,0.007020)	RS(0,0)
バスタオル1補正X 無し lidar(265,2978),4	G(-1876,5213),N(-1877,5186,0.069108)	RS(0,0)	9
バスタオル1補正Y lidar(265,2978),28	G(-1876,5214),N(-1877,5186,0.069108)	RS(0,0)
バスタオル1補正X 無し lidar(265,2978),4	G(-1876,5214),N(-1877,5187,0.121587)	RS(0,0)	9
バスタオル1補正Y lidar(265,2978),28	G(-1876,5215),N(-1877,5187,0.121587)	RS(0,0)
バスタオル1補正X 無し lidar(235,2968),4	G(-1876,5215),N(-1877,5187,0.163000)	RS(0,0)	9
バスタオル1補正Y lidar(235,2968),18	G(-1876,5205),N(-1877,5187,0.163000)	RS(0,0)
バスタオル1補正X 無し lidar(235,2968),4	G(-1876,5205),N(-1877,5188,0.185087)	RS(0,0)	9
バスタオル1補正Y lidar(235,2968),18	G(-1876,5206),N(-1877,5188,0.185087)	RS(0,0)
バスタオル1補正X 無し lidar(246,2967),4	G(-1876,5206),N(-1877,5188,0.216771)	RS(0,0)	9
バスタオル1補正Y lidar(246,2967),17	G(-1876,5205),N(-1877,5188,0.216771)	RS(0,0)
バスタオル1補正X 無し lidar(246,2967),4	G(-1876,5205),N(-1877,5189,0.231637)	RS(0,0)	9
バスタオル1補正Y lidar(246,2967),17	G(-1876,5206),N(-1877,5189,0.231637)	RS(0,0)
バスタオル1補正X 無し lidar(246,2967),4	G(-1876,5206),N(-1877,5190,0.268355)	RS(0,0)	9
バスタオル1補正Y lidar(246,2967),17	G(-1876,5207),N(-1877,5190,0.268355)	RS(0,0)
バスタオル1補正X 無し lidar(225,2975),4	G(-1876,5207),N(-1877,5191,0.308224)	RS(0,0)	9
バスタオル1補正Y lidar(225,2975),25	G(-1876,5216),N(-1877,5191,0.308224)	RS(0,0)
バスタオル1補正X 無し lidar(225,2975),4	G(-1876,5216),N(-1877,5192,0.314927)	RS(0,0)	9
バスタオル1補正Y lidar(225,2975),25	G(-1876,5217),N(-1877,5192,0.314927)	RS(0,0)
